Komentar	Label
 @akhsan andi  ya tetap tidak merubah kenyataan bahwa pemerintah yg mengajukan dan berusaha untuk dpt selesainya KUHPnya. Artinya pemerintah yg berusaha melundungi warga negaranya berbuat zina kan? Trus apa hubungannya permendikbud dg dilegalkannya zina? Emang sebelum permendikbud zina dilarang? Apa UU yg melarang zina pada saat sebelum disahkan permendikbud?	netral
 @Susi Tri Andarwati  ada sih tpi uu itu cuma mengikat kalo salah satu atau dua pelakunya terikat perkawinan itu pun cuma delik aduan,bisa di proses jika pasangan sah dari salah satu pelaku ngadu	netral
" @Susi Tri Andarwati  ya emang pemerintah tpi masalahnya tuh ruu masih mangkrak alias belum di sahkan jadi belum ada payung hukum buat menindak pelaku perzinahan secara luas,kalo soal permendikbud itu emang bener gak ada kata ""zina""atau seks bebas tpi yg di protes kaum islamis,itu frasa ""tanpa persetujuan"""	netral
 @Susi Tri Andarwati  mungkin kalo permendikbud sedikit di revisi,ya mungkin juga kaum islamis akan lebih legowo dengan permendikbud ini	negatif
 @akhsan andi  halah ga solusiable, spk agamais tp diem aja pas ada pelecehan dipesantren atau tempat pendidikan. Sampe keluarga lu yg kena mungkin lu bakal nikahin pelaku pelecehan sama keluarga lu yg jd korban maklum pemikiran tertinggal bin bobrok	netral
 @Raja  bla bla bla mucho texto ,kalo gitu nikmatin aja perseteruan ini wkwkwkwk	netral
 @akhsan andi  menrisex ni berlebihan , permen ni berlakunya di dunia pendidikan aja apa seluruhnya	netral
ente ngomong apa sih?ente nanya atau bikin pernyataan?	netral
" @akhsan andi  terus knp kalo ada frasa ""tanpa persetujuan""? Kan udah betul itu. Kalo dg persetujuan artinya bukan pelecehan, lha wong sama2 mau."	positif
aduh udah males saya bahas lagi apalagi komen saya di balas sekarang	netral
Hehehe betul yg  terpenting setuju sama setuju	positif
mslh prbuatan zinah kn dah ada aturanny sndri d kuhp atau hukum agama msing2. lu komen kyak bocah paud. dah gede tp bloon	netral
" @WongGemblung  seneng ni yee udeh bebas ""maen"" di kampus,,hemat bro ga usah ke hotel.. dilindungi negara.. 
Bwahahaahah"	netral
 @Rush Day  ya gni kalo toge dksih otak trs maen hp goblokny natural 😌🤣	netral
 @julian 19  yaelah cuan banyak nih tukang eceran kond*m di kampus.. gas langsung stock banyakin.. ahahaaha	netral
 @Rush Day  trnyta cuma k-drone kelas paud yg ngoceh..🤣	netral
Setujuuuuj, dan pakek pakean pantai lebih jooos brooow	positif
 @julian 19  karena KADRUN yg cerdas meggunakan akal sehat, gak ada permen aja nyuri kesempatan apalagi ada permen lebih berani ! Aku yakin selama manusia masih bermoral,berahlaq dan betul2 taat agama gak mungkin terjadi ! Makanya ayo semua ikuti perintah agama dan tinggalkan larangan agama masing2 brooow !	netral
aturan dari allah saja sering dilanggar (para pelaku kekerasan seksual yang melakukan kekerasan seksual) apalagi aturan yang dibuat manusia	netral
karena senjatanya beda mas, ada senjata lain yang digunakan untuk memberantasnya. ada di KUHP yang bahas tindakan asusila	netral
Ibarat nila setitik rusak susu Sebelanga. Pasal 5 direvisi lagi. Apalagi itu sangat liberal. Menghalalkan penzinahan	negatif
"Sekalian pak nadiem, kurikulum pendidikannya ditambahi pelajaran ""cara seks bebas dan merayu pelacur"". 😆😂😆. Hukum negara semakin hari semakin mjd korban ""YG DIATUR"" bukan yg ""MENGATUR""."	netral
Entah apa yg merasukimu	netral
Turuuut menyimaak 🙏🥰	netral
"Direvisi Aja, kata GUS DUR: ""Gitu aja kok repot."""	negatif
MUHAMMADIYAH, IKADI, & MUI (Khususnya dari Prof. K.H. Cholis Nafis) tegas menolak dan suruh cabut Permendikbudristek No. 30 Th. 2021. NU suaranya mana?! Oh, iya. Sudah diwakili Prof. K.H. Cholil Nafis.	negatif
PKS mana uu poligami blm turun	netral
Negara bisa di truskan anak2 hasil zina,baguslah dimcok	netral
"kalangan perguruan tinggi gak.ada yg nolak....
dan sejak kapan orang jadi berzina karena peraturan menteri."	positif
Pak Cecep bicaranya kurang jelas ...	netral
Klu soal selangkangan PKS cepat tangap....😄	netral
Kalau PKS sdh kritik pasti permen nya sdh benar, lanjutkan mas menteri	positif
"Ingat anggota PKS yg nonton bokep di ruang sidang???bwahaha PKS mau membela kasus kekerasan pada perempun??? Mprettt urusin aja kader2mu yg kampanye poligami, nggak semua perempuan dapat menerima poligami, itulah kalian diskusikan dulu...
Cari sensasi aja....jalankan aja UUnya, supaya cepat ada tindakannya sambil jalan diamati dan direvisi jika perlu...
Kakehan ngoceh"	negatif
Legalkan zina:v pen jadi kek Jepang kali:v	netral
Kalo spt ini justru nantinya byk kasus aborsi efek hamil diluar nikah	netral
Peraturan itu sdh benar dan tepat. Kekerasan seksual harus dilawan dan dibrantas.	positif
"Tanda2 akhir zaman 
Naudzubillah"	netral
Innalilahi wa inalilahi rooji'uun	netral
Moga aja oenggagas UU anak istrinya jadi korban dan plaku2 zina dan sek bbas..Aamiin	negatif
tidak mas. ini mah beda kasus dan beda senjata. kalau masalah kekerasan seksual di lingkungan kampus bisa ditembak pake permendikbudristek ini. kalau ngomongin tindakan seksual yang atas persetujuan kedua belah pihak di kampus (tindakan asusila) itu bisa pakek peraturan-peraturan di kampus (pasti ada peraturan yang melarang tindakan asusila di kampus) atau kode etik dosen (misal pelaku adalah dosen) terus juga ada di KUHP. jadi senjatanya harus disesuaikan. memang permendikbudristek ini gk bisa menindak pelaku asusila karena bukan ranahnya tapi ada mekanisme hukum lain yang jadi patokannya. kalau gitu sih aku nangkepnya dari berbagai perbincangan mengenai hal ini. jadi jangan bahas hal yang diluar konteks	positif
Jikalau korban di ancam agar dia ngomong atas dasar suka sama suka trus yg di penjara siapa ? Korban atau keduanya ?	netral
Nah itu. Klo ada yg kurng2 bisa diusulkan	netral
kyk RUU PKS, direvisi entah mau nunggu korban bertambah sampe berapa banyak baru selesai~	netral
 @Rifki Fauzi  iya, kelamaan. Giliran yg lain ngusulin ruu malah dikritisi.	netral
Anda benaaar.	netral
betul bro, urusan ginian PKS ga nyampe nalarnya hahha jadi oposisi payah malah lemot	netral
Setuju wkwk	positif
Akhirnya Indonesia bisa maju kaya Jepang ga terus2an jadi Islamabad terbelakang.	netral
 @Riza-kun  yang ada kena azab	netral
" @xmbelgedesh  mitos yang cuma digaungkan kelompokmu. Kalo ""pondasi"" khayalan itu benar ada dan bukan cuma teori harusnya keliatan buktinya dari perbandingan negara-negara."	netral
" @Riza-kun  makanya pahami pancasila dulu, khususnya yg pertama. 😆😂😆😂 jgn buka blue2 terus!!! Next, silahkan tanya ke pemimpinmu dan kawan2nya knp kok lebih mendahulukan ""materi"" drpd ""pondasi"" ?"	netral
" @xmbelgedesh  Yang ga paham pancasila itu dimana-mana kadrun ya, bukan kami. Soalnya make argumen ""ketuhanan"" pada aturan hukum agama menjadi hukum praktis adalah ideologi hukum syariat kaya di Arab, bukan Pancasila kaya di Indonesia.

Kalau iya begitu cara menggunakan Pancasila maka bank konvensional harusnya ilegal juga dong karena kata qur'an riba itu haram, kata injil juga bilang ursury itu haram. Tapi kan tetep aja ga ilegal, karena di ideologi demokrasi agama dan dosa urusan masing2 bukan urusan negara meng-ilegalkannya. Kita negara demokrasi bukan syariat. Pancasila itu demokrasi bukan syariat. Moga ngerti ya drun."	netral
Pasal mana yang dapat menyebabkan aborsi. Orang permendikbud ini tentang pencegahan dan penanganan kekerasan seksual kok digiring ke pelegalan zina.	netral
Klo zina dilegalkan tanda2 hari kiamat 🤣	netral
Kalau nnti hamll dluaar nikaah buru2 bilang sdh nikaah siriii??ikutan cara2 celeng nyari pembenaran n pembelaan..!!Pkoknya kitaa ikuti fatwa partai lurus dan  wakl Ketua MUI..soal UU bakal llos krna mreka mrasa kuat dan bkuasa silaaahkan apadaya rakyt ..tp sbg rakyt ada hak juga bdoa jikaaa bnar ituu maka smogaaa anak cucu istri mreka adalah pelaku dan korban2 sek bbas ..hamil brulang2 dluar nikah yg ga jlas siapa yg mnghamili ..dan istri mreka ga malu mlakukan sek bbas ddpan mreka skalipun nnti..demi mematuhi yg katanya UU	netral
 @Dewi Sriyati12  ngedongeng apa sih bu?. Kyknya gk paham apa yg bahas taunya teriak aja apa yg dia dukung lgi teriakin, tapi gak paham apa substansi yg dibicarakan ckckck	netral
 @Dewi Sriyati12  kasian nih ibu, kalah debat, nyerang personal. Pahami dulu ibu, jgn lgsg kemakan berita gorengan...😂😂😂😂😂	netral
Gak ada tu, lha soal aborsi udah ada UU khusus yang melarang kecuali atas rekomendasi dokter 🤣	positif
Logika liar. Kalau saya ga mau seks bebas ya ga. Ini moral masing2. Kok nyalahin permen?	netral
"Saya mendukung sepenuhnya dengan syarat frasa ""dengan persetujuan korban"" dihapus. Karena Permendikbud ini bentrok dengan peraturan undang² tentang asusila, tidak bisa dinamakan ""korban"" kalau si korban itu menyetujui dari si pelaku kekerasan seksual. Asal suka sama suka berarti tidak masalah bukan ¯\_( ͡° ͜ʖ ͡°)_/¯ , seks bebas dilegalkan boleh melalui permendikbud 30 tersebut akan tetapi kontra dengan UU tentang asusila lainnya. Disitulah permasalahannya."	positif
mau keras mau lembut, selama belum sah tetap harus di cegah, ingat sila pertama ketuhanan yg maha esa!artinya aturan agama lebih di utamakan!	netral
 @Dian chanel  agama apa bro?	netral
bukannya sejak wafatnya nabi muhammad sudah dikategorikan ke akhir zaman ? jadi sejak nabi wafat hingga sekarang dan beberapa tahun kedepan itu sudah masuk ke akhir zaman	positif
Lho, memangnya anda mendukung pelaku kekerasan seksual dinyatakan tidak bersalah, gitu?	positif
Kalimat mana yang menunjukan bahwa zina dilegalkan dari permendikbud ini bu?	netral
Aamiin	positif
biasanya yang nyumpahin gini balik ke orang yang ngucap sih	netral
 @Muhammad Dzulfiqar  , ok lah anda menganggap Permendikbudristek no 30 tahun 2021 gak melegalkan zina. Dan juga. Permendikbud no 30 tahun 2021 sudah ditandatangani Mendikbudristek. Maaf sebelumnya,  seandainya ada mahasiswa mencium mahasiswi secara tertutup di kampus. Tapi mahasiswi tersebut setuju & perbuatan mereka ketauan sama lainnya, apa perbuatan mereka termasuk dalam pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 ? 🙏	netral
 @Muhammad Farhan  ini peraturan pencegahan dan penanganan kekerasan seksual atau tentang aturan tindakan asusila di kampus? Itu dua hal yg berbeda. Ketika tidak ada kata persetujuan bahkan yg harusnya menjadi korban akan ikut dihukum juga karna semua tindakan tersebut adalah asusila yg dilarang jika tanpa ada kata persetujuan. Jika kata itu dihapus maka yg harusnya menjadi korban tindakan kekerasan seksual akan dapat ikut dihukum baik diamenyetujui atau tidak tindakan tersebut. Maka tidak ada perlindungan lagi kepada yg harusnya menjadi korban karna semua dapat dihukum karna berada pada tindakan asusila yg dilarang. Maka tidak ada lagi korban kekerasan seksual yang ada semua pihak yg terlibat dalam tindakan asusila baik di menyetujui perbuatan tersebut ataupun dia sebagai korban pemaksaan akan dihukum sama dengan dia yang seharusnya menjadi pelaku kekerasan seksual.	negatif
"Assalamualaikum @Muhammad Dzulfiqar  , iyaa saya tau Permendikbudristek no 30 tahun 2021 adalah permen penanganan & pencegahan seksual. Maaf ya , Permendikbud no 30 tahun 2021 terdapat frasa "" tanpa persetujuan korban"" dalam pasal 5. Maka dari itu, apabila ada mahasiswa mencium bibir mahasiswi  pacarnya & menggosokkan kelaminnya pada mahasiswi pacarnya secara tertutup di kampus . Tapi mahasiswi pacarnya setuju & perbuatan mereka   ketauan , maka bukan pelanggaran & gak dapat ditindaklanjuti , karena mahasiswi pacarnya setuju menurut Permendikbudristek no 30 tahun 2021. Berbeda jika mahasiswi pacarnya gak setuju, maka termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021. Maaf sebelumnya, kejahatan  & kekerasan seksual akibat & berawal dari hubungan, perbuatan, kegiatan, tindakan seksual yg bertentangan nilai & norma (termasuk nilai & norma agama) yg merupakan akar masalah kekerasan & kejahatan seksual. Terimakasih, wassalamu'alaikum 🙏😊"	positif
" @Muhammad Farhan  permnedikbudristek 30 saya ulangi berfokus pada penanganan dan pencegahan kekerasan seksual berlatar belakang banyaknya kekerasan seksual yang pada akhirnya tanpa ada penyelesaian dan keadilan pada korban kekerasan seksual di kampus"" yang sudah sangat banyak terjadi tanpa adanya penyelesaina dan perlindungan terhadap korban. Dengan adanya permendikbudristek tersebut dapat sedikit membantu menyelesaikan masalah kekerasan seksual yang terjadi di kampus"".  Mengenai studi kasus yang anda sampaikan kira"" kasus tersebut tindakan kekerasan seksual atau tindakan asusila?. Ketika membicarakan suatu kekerasan berarti terdapat korban, korban artinya orang yang dirugikan bukan dan adanya pelaku yang menyebabkan kerugian?. Jika sama"" setuju apakah tindakan tersebut terdapat korban dan pelaku?. Tindakan asusila dikampus saya rasa sudah ada kode etik masing"" kampus terkait tindakan asusila dan sudah ada di KUHP dan UU perlindungan anak. Lain cerita jika permendikbudristek no 30 ini bertujuan mengatur tindakan asusila pada lingkungan kampus itu hal yg berbeda lagi. Jadi dimana letaknya pelegalan zina di aturan ini?."	positif
Assalamualaikum @Muhammad Dzulfiqar  , maaf RUU KUHP zina belum disahkan. Maaf saudaraku,  seandainya ada mahasiswa yg mencium  bibir mahasiswi pacarnya & menggosokkan kelaminnya pada bagian tubuh mahasiswi pacarnya secara tertutup di kampus. Tapi mahasiswi pacarnya setuju & ketauan sama lainnya, apa  pebuatan mahasiswa tersebut termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 sendiri ? Maaf saudaraku , RUU KUHP perzinahan belum disahkan.🙏😊	netral
 @Muhammad Farhan  permendikbudristek 30 mengatur tentang penanganan dan pencegahan kekerasan seksual dikampus bukan mengatur tindakan asusila dikampus yang lahir dari latar belakang yg telah saya sampaikan diatas. Studi kasus anda sudah saya jelaskan menurut pandangan saya diatas. Secara jelas belum ada yg mengatur tentang tindakan asusila di indonesia. Permendikbudristek 30 juga tidak ada pelegalan zina.	positif
Assalamualaikum @Muhammad Dzulfiqar  , maaf apabila ada mahasiswa mencium bibir mahasiswi secara tertutup & dengan persetujuan orang terkait di kampus . Apa perbuatan mahasiswa tersebut termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 sendiri ? Maaf yaa, saya bicara Permendikbud no 30 tahun 2021 & bukan peraturan lainnya. Terimakasih, wassalamu'alaikum 🙏	netral
Assalamualaikum @kodill chanell  ,maaf apabila ada mahasiswa mencium bibir mahasiswi  secara tertutup & dengan persetujuan orang terkait di kampus . Apa perbuatan mahasiswa tersebut termasuk pelanggaran & dapat ditindak lanjuti menurut Permendikbudristek no 30 tahun 2021 sendiri ? Maaf yaa, saya bicara Permendikbud no 30 tahun 2021 & bukan peraturan lainnya. Terimakasih, wassalamu'alaikum 🙏	positif
 @Muhammad Farhan  studi kasus sudah saya jawab ya sebelumya. Terimakasih.	positif
"Bingung sendiri ketika tak paham syariat 🤷🏻‍♂️
#risikoBERIKHTILATH"	netral
3 minggu yang lalu, pas gue sholat jumat, imam khotbahnya kaya begini nih... tabayun, baca bener2, baca kasus2 aja belum. Udah main klaim ini Permendikbudristek melegalkan zina. Hadeh.... nyesel gue jumatan.	negatif
mengmangtap waktunya kentu…	netral
Akhirnya...	netral
"POLA PEMIKIRAN SEMPIT

JANGANKAN SEKS BEBAS, BUDAYA OPEN BO DI KALANGAN MAHASISWI BANYAK KOK


BANYAK TUH TEMEN ANE AYAM KAMPUS TERUTAMA DI KAMPUS UIN

PAGINYA BERKERUDUNG

MALAMNYA BUKA WARUNG"	negatif
 @Aldo Binar  udh clear bro, dosennya udh di depak sm pihak kampus, yg penting ada bukti aja dari percakapan tsb.	positif
Udh baca uu nya? Klo dihilangkan kata tanpa persetujuan maka bisa dikategorikan pelecehan seksual setelah ada kontak fisik, tp klo ada kata tanpa persetujuan maka ketika pelaku baru menawarkan transaksi seks, misal lu ditawarin dosen nilai A tp minta lu foto telanjang, baru verbal lu udh bisa jd kan alat lapor, karena transaksi yg dilakukan tanpa persetujuan lu, gw lihat lu make foto ginian pasti kemampuan pemahaman seharusnya udh diatas rata2 dong	netral
 @Alluxes S  ohh,, jadi sebelum ada permen ini kalo dosen nawarin seks aman ya bro?? gak bisa dijadiin alat bukti??	positif
 @awi asnawi  gak bisa selama belum ada kontak fisik, teman gw dlu korban 2, kita mau laporin pun apa yg bisa dilakukan dan dasar apa, Makanya dalam permendikbud bahkan catt calling aja bisa dianggap pelecehan,	positif
 @Alluxes S  mereka kurang literasi, tapi pas diedukasi malah nyerang balik.	negatif
 @Aufa Billah  selain kurang literasi mereka ini juga tipe org yg mikirnya ngeres mulu bro, jd susah memproses positif informasi yg berkaitan dengan seksual,	negatif
 @Alluxes S  iya benar, apa-apa dikaitkan dengan pro zina. 1 pasal kok dibebankan untuk seluruh perbuatan asusila, ada-ada aja cara berfikirnya.	negatif
"Pelecehan verbal itu udh ada pasalnya
315 KUHP dan 289 - 296 KUHP
Itu udh pelecehan verbal tanpa ada sentuhan ato secara interface"	negatif
Pendapat saya,   zina atas sadar suka sama suka tanpa Ada tekanan & Kekerasan maka perzinahan tidak akan terjadi. Perbutan ini membutuhkan tekanan & kekerasan	positif
Judulnya bagus, isinya melegalkan kekerasan, tolong dibaca isinya dengan teliti pak mentri	positif
"Tujuannya baik, tapi bagaimana mas mentri menjawab frasa dalam permendikbud tentang ""tanpa persetujuan"" , artinya kalau dilakukan dengan persetujuan maka dibolehkan?"	positif
Banyak bacot nadiem, jelas salah ngeyel lo	negatif
Asatgfiruloh	netral
Munkin makarim sukak sex	negatif
Dajal	netral
Makanya hrs nya kl terjadi kekerasan Sex pd wanita apapun alasan nya kl terbukti disetubuhin perempuan harus laki laki yg di hukum berat. Walaupun perempuan yg ngasi barang nya kl laki laki menjaga Jakar nya pasti tdk akan terjadi. Apalagi kl Guru, polisi melakukan kekerasan sex harus di pecat dan hukum seumur hidup.	positif
Mengapa tokoh wanitanya diam terus ,ada apa?	netral
"Ngenyel banget sih para kadrun ama permendikbud ini, tujuannya udah jelas untuk melindungi korban dari kekerasan seksual di lingkungan perguruan tinggi. Di dalam Permendikbud itu tidak mengarah ke Zina.
Hadehh hadeh… bikin negara yang saya sayangi ini jadi ribet.
Kalau ngomongin peraturan Zina, sono usul ke DPR, untuk dibuat peraturannya. Jangan disangkut pautkan ama ruang lingkup konteks Permendikbud 30 Tahun 2021 ini."	negatif
Klo begitu supaya tidak terjadi hal-hal yg tidak diinginkan dipisah saja kelas khusus laki-laki dan kelas khusus perempuan macam gerbong kereta itu.	positif
kali ini mahasiswa menolak di tunggangi ulama2 kadron  otak mesum  yang selalu memahami salah permendikbud katanya melegalkan sek bebas dan LGBT @	negatif
Udah diperintahkan beliau pak Presiden Jokowi yang tanggung jawab para pendidiknya.	netral
"Semangat itu kita hargai ttp mslhx adh norma yg tertulis terhadap frasa ""dengan persetujuan"" itulah bukti legalx sex dgn persetujuan."	positif
"Kalau tubuhmu di bungkus seperti permen lollipop siapa yg gak tergiur? Udah di bungkus juga masih kelihatan bentuknya, ya kan?

Makanya di TUTUP bukan di BUNGKUS paham sampai sini mahaciwi?"	positif
"Ojk ga berani tutup pinjol yg legal...pdhl praktek nya bunga pinjol legal tinghi bngt...
Mungkin ojk merasa ngga pernah dirugikan oleh pinjol...jadinya ngga penting bngt mikirin pinjol..
Bahasa lampau mengatakan :
"" Emang guwe pikirin ? """	netral
"Real bgt kekerasan seksual dikampus sdh darurat sekali..
Kenapa ada oknum yg tdk setuju dg Permendikbud ini... Dg alasan konotasi kata menghalalkan zina...
Tragis sekali negri ini"	positif
ini bikin RUU jangan disamain kyk bikin apps dong hehe.. kata2 bukan tanpa persetujuan, mirip waktu kita baru install apps baru di smartphone hihihi..	netral
Permendikbudristek ini udah pantas di terapkan namun klu dengan cara pemaksaan dan kekerasan alias pemerkosaan nggak bisa di benarkan  terkecuali keduanya sama sama suka dan sama sama senang. Bisa di terapkan permennya.  Begitu pak. Terapkan saja asalkan sesuai dengan kaidah kaidah hukum dan norma norma kesopanan alias jangan di pertontonkan.	positif
Ngeyel....	netral
Hadeh bagai mana kalo akhirnya mereka jadi LGBT bukan gak mungkin asal tau aja Bahkan di tempat sekelas pesantren aja Banyak LGBT cuma diem diem aja.	negatif
Mau tanya buktinya apa saya sendiri merasakannya teman saya di pesantren ada yang jadi belok karena tidak pernah melihat lawan jenis bahkan NARAPIDANA juga seprrti itu.	netral
"🤣🤣🤣efek menteri asal comot  
Gak jelas, mungkin gak ada orang pandai di indonesia"	netral
Mentri juga harus musyawarah ma mui NU muhamdiah biar deal .... Jangan asal 1 aj comot 😂😂😂	netral
"Ancur nya iman ancur ahklak norma2... 
Yg d tekan semua yg terkait nya ga becus ngajar ngedidik  .. murid nya melanggar pecat aja... Kasian disen yg bener murid yg bener 🙏🙏🙏 oknum nya yg harus d babad d musnahkan"	negatif
Enak nih..klo suka sama suka bebas gak di pidana...kaya kucing kawin di mna aja...	positif
"Otak mesum menyerap frasa tanpa persetujuan yaitu berarti boleh melakukan kalo disetujui...😂
Dalih seks bebas jadi tameng buat para kadrun otak mesum.
Apa yg membuat kontroversi itu hanya negatif saja otaknya? Ya iyalah....
Kalo konteks pelecehan dan kekerasan seks harusnya isi peraturan sudah benar. Kalo mau lari ke zina, Wani piro..? Itu sdh ada undang2 prostitusi jg... Jadi mau di bikin apa lagi?"	negatif
Kadrun doyan cabul gak terima, mereka gak bisa mesum lagi gara2 aturan itu.	negatif
Dalam keadaan darurat,,, menyedihkan,,  dilakukan oleh Pendidik yang tidak terdidik.	positif
Usul pak Mentri  klu BLH  maha siswa di waktu   ujian smester klu blm bisa blm uang dmester klu di blhkan  ttap mask ujian sesudahnya ttp bayar seluruh maha siswa seluruh Indonesia swasta maupun negeri demi situasi kopit pemulihan ekonomi org tua lg  susah cari mkn  cm usul mksh pak Mentri THN 21 dan 22 atau byr stengah seluru jgn pilih2 klu blm  ada uang klu di blhlkan ikut smseter atau ujian maha siswa mksih pak presiden	positif
Melancarkan bisnis hotel 👍🤏	negatif
dah dengan sangat hormat  mundur saja  .	negatif
peraturan ini berada dalam konteks kekerasan seksual, bukan zina. Jadi beda konteks, beda juga peraturannya. Mohon disimak sebelum komentar. kata kekerasan itu sudah pas dengan istilah persetujuan. Jadi, sebenarnya peraturan ini sudah matang.	positif
"Peraturan Pelecehan sexual Nakarim  dibikin celah utk sex bebas.akal2an aja hasil survey 
Nanti korbannya yg rugi"	negatif
"Bagus pak nadiem, dgn peraturan ini gak ada lagi dosen cabul yg berani megang tangan atau pundak mahasiswinya TANPA IZIN, 
ga ada lagi dosen genit yg manggil mahasiswinya sayang atau i love you TANPA IZIN MAHASISWINYA,  

Karena kalau tdk dgn kata TANPA IZIN, dosen cabul itu akan berdalih hanya memegang tangan saja,hanya bergurau, hanya memfoto, dan ga akan bisa dipidana. 
Tapi dgn permen ini dosen cabul bakal gemeteran, takut utk beraksi, karena salah sedikit saja kalau TANPA IZIN mahasiswinya,  dosen cabul bisa kena pidana pelecehan seksual."	positif
Permendikbudristekdikti 30/2021 jelas ada pasal yang membolehkan zina, maka harus direvisi pasal tersebut karena bertentangan dengan Pancasila sila 1 yaitu Ketuhanan Yang Maha Esa. Tujuan baik jangan melawan syari'at.	negatif
Udh lah ganti aja menterinya sekolah pendidikan makin amburadul jaman skrg ,	negatif
hukum mati slesai. lama amat	netral
"89% laki-laki
4% perempuan
7% apa?"	netral
germo	netral
"Kita gawat daruat dikampus karenahukum tidak jalan, kalau Nadim makarim tidak mampu silakan mundur berikan kepada orang yang dianggap mampu ""sekali lagi kita ingatkan kampus adalah untuk memanusiakan manusia bukan untuk beternak pelacur."	negatif
