,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
170,gokil gedenya rata dari atas sampai bawah kecuali kemampuannya berpikir ,negatif,"['gokil', 'gedenya', 'rata', 'dari', 'atas', 'sampek', 'bawah', 'kecuali', 'kemampuannya', 'berpikir']","['gokil', 'gedenya', 'sampek', 'kecuali', 'kemampuannya', 'berpikir']","['gokil', 'gede', 'sampek', 'kecuali', 'mampu', 'pikir']",gokil gede sampek kecuali mampu pikir
171,brati anda tidak korperatif untuk lebih baik bu malah mencari kesalahan ,negatif,"['brati', 'anda', 'ndak', 'korperatif', 'untk', 'lbh', 'bae', 'bu', 'mlh', 'mencari', 'kesalahan']","['brati', 'ndak', 'korperatif', 'untk', 'lbh', 'bae', 'bu', 'mlh', 'mencari', 'kesalahan']","['brati', 'ndak', 'korperatif', 'untk', 'lbh', 'bae', 'bu', 'mlh', 'cari', 'salah']",brati ndak korperatif untk lbh bae bu mlh cari salah
172,semoga bapak ibu yg terhormat anaknya tidak ada yg menjadi korban biar anda masih tetap bisa belagu ,netral,"['semoga', 'bapak', 'ibu', 'yg', 'terhormat', 'anaknya', 'ndak', 'ada', 'yg', 'mnjdi', 'korban', 'biar', 'anda', 'masih', 'ttp', 'bsa', 'belagu']","['semoga', 'terhormat', 'anaknya', 'ndak', 'mnjdi', 'korban', 'ttp', 'bsa', 'belagu']","['moga', 'hormat', 'anak', 'ndak', 'mnjdi', 'korban', 'ttp', 'bsa', 'belagu']",moga hormat anak ndak mnjdi korban ttp bsa belagu
173,be be otaknya kalah sama anak muda ,negatif,"['be', 'be', 'otaknya', 'kalah', 'sama', 'anak', 'muda']","['be', 'be', 'otaknya', 'kalah', 'anak', 'muda']","['be', 'be', 'otak', 'kalah', 'anak', 'muda']",be be otak kalah anak muda
174,badan aja jumbo dosen kok gk nyambung,negatif,"['badan', 'aja', 'jumbo', 'dosen', 'kok', 'gk', 'nyambung']","['badan', 'jumbo', 'dosen', 'gk', 'nyambung']","['badan', 'jumbo', 'dosen', 'gk', 'nyambung']",badan jumbo dosen gk nyambung
175,berusahalah menyempurnakan memperbaiki uu yg krg sempurna tdk ada uu yg konsepnya sempurna sekejap,positif,"['berusahalah', 'menyempurnakan', 'memperbaiki', 'uu', 'yg', 'krg', 'sempurna', 'tdk', 'ada', 'uu', 'yg', 'konsepnya', 'sempurna', 'sekejap']","['berusahalah', 'menyempurnakan', 'memperbaiki', 'uu', 'krg', 'sempurna', 'tdk', 'uu', 'konsepnya', 'sempurna', 'sekejap']","['usaha', 'sempurna', 'baik', 'uu', 'krg', 'sempurna', 'tdk', 'uu', 'konsep', 'sempurna', 'kejap']",usaha sempurna baik uu krg sempurna tdk uu konsep sempurna kejap
176,perasaan nafsu sex syahwat dibawah perut tu gak hanya ada di kampus maak di banyak tempat banyak dan ada pelecehan dan kekerasan sexual kok kader pdi buta ya cuma dikampus katanya yg paling banyak ,negatif,"['perasaan', 'napsu', 'sex', 'syahwat', 'dibawah', 'perut', 'tu', 'gak', 'cuma', 'ada', 'di', 'kampus', 'maak', 'di', 'byk', 'tempat', 'byk', 'dn', 'ada', 'pelecehan', 'dn', 'kekerasan', 'sexual', 'kok', 'kader', 'pdi', 'buta', 'ya', 'cuma', 'dikampus', 'katanya', 'yg', 'paling', 'byk']","['perasaan', 'napsu', 'sex', 'syahwat', 'dibawah', 'perut', 'gak', 'kampus', 'maak', 'byk', 'byk', 'dn', 'pelecehan', 'dn', 'kekerasan', 'sexual', 'kader', 'pdi', 'buta', 'dikampus', 'byk']","['asa', 'napsu', 'sex', 'syahwat', 'bawah', 'perut', 'gak', 'kampus', 'maak', 'byk', 'byk', 'dn', 'leceh', 'dn', 'keras', 'sexual', 'kader', 'pdi', 'buta', 'kampus', 'byk']",asa napsu sex syahwat bawah perut gak kampus maak byk byk dn leceh dn keras sexual kader pdi buta kampus byk
177,karena nonmus maunya indonesia kayak negara barat yaitu seks bebas ya nggk heran karena itu kiblat merka ,negatif,"['krn', 'nonmus', 'maunya', 'indonesia', 'kayak', 'negara', 'barat', 'yaitu', 'sex', 'bebas', 'ya', 'nggk', 'heran', 'krn', 'itu', 'kiblat', 'merka']","['nonmus', 'maunya', 'indonesia', 'kayak', 'negara', 'barat', 'sex', 'bebas', 'nggk', 'heran', 'kiblat', 'merka']","['nonmus', 'mau', 'indonesia', 'kayak', 'negara', 'barat', 'sex', 'bebas', 'nggk', 'heran', 'kiblat', 'merka']",nonmus mau indonesia kayak negara barat sex bebas nggk heran kiblat merka
178,melegalkan sek bebas jangan jangan yang membuat kebijakan mengundangkan dan yg mendukung ada berpengalaman keluarga ataupun anaknya sudah seperti itu bismillahirrahmanirrahim semoga rambu rambu bisa ditaat dilaksanakan dg baik benar ,negatif,"['melegalkan', 'sek', 'bebas', 'jngan', 'jngan', 'yg', 'membuat', 'kebijakan', 'mengundangkan', 'dn', 'yg', 'mendukung', 'ada', 'berpengalaman', 'keluarga', 'atau pun', 'anaknya', 'sdh', 'kayak', 'itu', 'bismillahirrahmanirrahim', 'semoga', 'rambu', 'rambu', 'bsa', 'ditaat', 'dilaksanakan', 'dg', 'bae', 'bnr']","['melegalkan', 'sek', 'bebas', 'jngan', 'jngan', 'kebijakan', 'mengundangkan', 'dn', 'mendukung', 'berpengalaman', 'keluarga', 'atau pun', 'anaknya', 'kayak', 'bismillahirrahmanirrahim', 'semoga', 'rambu', 'rambu', 'bsa', 'ditaat', 'dilaksanakan', 'bae', 'bnr']","['legal', 'sek', 'bebas', 'jngan', 'jngan', 'bijak', 'undang', 'dn', 'dukung', 'alam', 'keluarga', 'atau pun', 'anak', 'kayak', 'bismillahirrahmanirrahim', 'moga', 'rambu', 'rambu', 'bsa', 'taat', 'laksana', 'bae', 'bnr']",legal sek bebas jngan jngan bijak undang dn dukung alam keluarga atau pun anak kayak bismillahirrahmanirrahim moga rambu rambu bsa taat laksana bae bnr
179,ini bener sek bebas kalo suka sama suka lantas dia melakukan hubungan intim dan ketangkep basah dia akan memakai pasal tersebut gagal kan pasal kemendikbud,negatif,"['ini', 'bener', 'sek', 'bebas', 'kalo', 'suka', 'sama', 'suka', 'lantas', 'dia', 'melakukan', 'hubungan', 'intim', 'dn', 'ketangkep', 'basah', 'dia', 'akan', 'memakai', 'pasal', 'tsb', 'gagal', 'kan', 'pasal', 'kemendikbud']","['bener', 'sek', 'bebas', 'suka', 'suka', 'lantas', 'hubungan', 'intim', 'dn', 'ketangkep', 'basah', 'memakai', 'pasal', 'tsb', 'gagal', 'pasal', 'kemendikbud']","['bener', 'sek', 'bebas', 'suka', 'suka', 'lantas', 'hubung', 'intim', 'dn', 'ketangkep', 'basah', 'pakai', 'pasal', 'tsb', 'gagal', 'pasal', 'kemendikbud']",bener sek bebas suka suka lantas hubung intim dn ketangkep basah pakai pasal tsb gagal pasal kemendikbud
180,jngankan mahasiswa di suruh buka baju murid ngaji aja di vc minta enak enak kyak nya ada kok be ,negatif,"['jngankan', 'mahasiswa', 'di', 'suruh', 'buka', 'baju', 'murid', 'ngaji', 'aja', 'di', 'vc', 'minta', 'enak', 'enak', 'kyak', 'nya', 'ada', 'kok', 'be']","['jngankan', 'mahasiswa', 'suruh', 'buka', 'baju', 'murid', 'ngaji', 'vc', 'enak', 'enak', 'kyak', 'be']","['jngankan', 'mahasiswa', 'suruh', 'buka', 'baju', 'murid', 'ngaji', 'vc', 'enak', 'enak', 'kyak', 'be']",jngankan mahasiswa suruh buka baju murid ngaji vc enak enak kyak be
181,entah apa yg ada difikiran duo betina ini astaghfirullah astaghfirullah naudzubillah iyyuuhh,negatif,"['entah', 'aoa', 'yg', 'ada', 'difikiran', 'duo', 'betina', 'ini', 'astaghfirullah', 'astaghfirullah', 'naudzubillah', 'iyyuuhh']","['aoa', 'difikiran', 'duo', 'betina', 'astaghfirullah', 'astaghfirullah', 'naudzubillah', 'iyyuuhh']","['aoa', 'difikiran', 'duo', 'betina', 'astaghfirullah', 'astaghfirullah', 'naudzubillah', 'iyyuuhh']",aoa difikiran duo betina astaghfirullah astaghfirullah naudzubillah iyyuuhh
182,ayo babeh haikal suara kbnaran dngan lantang jngn kasih kndorr ,positif,"['ayo', 'babeh', 'haikal', 'suara', 'kbnaran', 'dngan', 'lantang', 'jngn', 'kasih', 'kndorr']","['ayo', 'babeh', 'haikal', 'suara', 'kbnaran', 'dngan', 'lantang', 'jngn', 'kasih', 'kndorr']","['ayo', 'babeh', 'haikal', 'suara', 'kbnaran', 'dngan', 'lantang', 'jngn', 'kasih', 'kndorr']",ayo babeh haikal suara kbnaran dngan lantang jngn kasih kndorr
183,pa ni aktivis perempuan ko bgtu ,negatif,"['pa', 'ni', 'aktifis', 'perempuan', 'ko', 'bgtu']","['pa', 'aktifis', 'perempuan', 'ko', 'bgtu']","['pa', 'aktif', 'perempuan', 'ko', 'bgtu']",pa aktif perempuan ko bgtu
184,ga sopan teteh veni manggil ust babe haikal atau ngga bapak jga ampun ,negatif,"['ga', 'sopan', 'teteh', 'veni', 'manggil', 'ust', 'babe', 'haikal', 'atau', 'ngga', 'bapak', 'jga', 'ampun']","['ga', 'sopan', 'teteh', 'veni', 'manggil', 'ust', 'babe', 'haikal', 'ngga', 'jga', 'ampun']","['ga', 'sopan', 'teteh', 'veni', 'manggil', 'ust', 'babe', 'haikal', 'ngga', 'jga', 'ampun']",ga sopan teteh veni manggil ust babe haikal ngga jga ampun
185,  saya kira kira tidak ada mahasiswa seperti itu ini orang mainnya dimana sih ayam kampus udah rahasia umum kok nggak tahu ,negatif,"['aq', 'kira', 'kira', 'ndak', 'ada', 'mahasiswa', 'kayak', 'itu', 'ini', 'org', 'mainnya', 'dimana', 'sih', 'ayam', 'kampus', 'udah', 'rahasia', 'umum', 'kok', 'nggak', 'tahu']","['aq', 'ndak', 'mahasiswa', 'kayak', 'org', 'mainnya', 'dimana', 'ayam', 'kampus', 'udah', 'rahasia', 'nggak']","['aq', 'ndak', 'mahasiswa', 'kayak', 'org', 'main', 'mana', 'ayam', 'kampus', 'udah', 'rahasia', 'nggak']",aq ndak mahasiswa kayak org main mana ayam kampus udah rahasia nggak
186,asusila ya asusila pelanggaran hukum yg jekas pelanggaran agama dan nilai yg tdk tertulis di masyarakat revisi yg pancasilais jgn multitafsir,negatif,"['a susila', 'ya', 'a susila', 'pelanggaran', 'hukum', 'yg', 'jekas', 'pelanggaran', 'agama', 'dn', 'nilai', 'yg', 'tdk', 'tertulis', 'di', 'masyarakat', 'revisi', 'yg', 'pancasilais', 'jgn', 'multitafsir']","['a susila', 'a susila', 'pelanggaran', 'hukum', 'jekas', 'pelanggaran', 'agama', 'dn', 'nilai', 'tdk', 'tertulis', 'masyarakat', 'revisi', 'pancasilais', 'jgn', 'multitafsir']","['a susila', 'a susila', 'langgar', 'hukum', 'jekas', 'langgar', 'agama', 'dn', 'nilai', 'tdk', 'tulis', 'masyarakat', 'revisi', 'pancasilais', 'jgn', 'multitafsir']",a susila a susila langgar hukum jekas langgar agama dn nilai tdk tulis masyarakat revisi pancasilais jgn multitafsir
187,sesimple itu babe haikal bertanya terkait implementasi pemen no  ini dan tidak bisa dipungkiri pasal  mesti direvisi jika melihat penjelasan mbak veni harusnya pasal  ini bukan suka sama suka tetapi jika mahasiswa terintimidasi secara kronologi pembuktiannya berarti kalimat dannkata yang digunakan harus direvisi jika ditanya tentang kepastian hukum terkait case ini pastinya perlu akan tetapi bijaklah dalam menetapkan dan menentukan bahasa yang digunakan ,netral,"['sesimple', 'itu', 'babe', 'haikal', 'bertanya', 'terkait', 'implementasi', 'pemen', 'no', 'ini', 'dn', 'ndak', 'bsa', 'dipungkiri', 'pasal', 'mesti', 'direvisi', 'jika', 'melihat', 'penjelasan', 'mbak', 'veni', 'harusnya', 'pasal', 'ini', 'bukan', 'suka', 'sama', 'suka', 'tpi', 'jika', 'mahasiswa', 'terintimidasi', 'secara', 'kronologi', 'pembuktiannya', 'berarti', 'kalimat', 'dannkata', 'yg', 'digunakan', 'hrs', 'direvisi', 'jika', 'ditanya', 'tentang', 'kepastian', 'hukum', 'terkait', 'case', 'ini', 'pastinya', 'perlu', 'akan', 'tpi', 'bijaklah', 'dalem', 'menetapkan', 'dn', 'menentukan', 'bahasa', 'yg', 'digunakan']","['sesimple', 'babe', 'haikal', 'terkait', 'implementasi', 'pemen', 'no', 'dn', 'ndak', 'bsa', 'dipungkiri', 'pasal', 'mesti', 'direvisi', 'penjelasan', 'mbak', 'veni', 'pasal', 'suka', 'suka', 'tpi', 'mahasiswa', 'terintimidasi', 'kronologi', 'pembuktiannya', 'kalimat', 'dannkata', 'hrs', 'direvisi', 'kepastian', 'hukum', 'terkait', 'case', 'pastinya', 'tpi', 'bijaklah', 'dalem', 'menetapkan', 'dn', 'menentukan', 'bahasa']","['sesimple', 'babe', 'haikal', 'kait', 'implementasi', 'pen', 'no', 'dn', 'ndak', 'bsa', 'dipungkiri', 'pasal', 'mesti', 'revisi', 'jelas', 'mbak', 'veni', 'pasal', 'suka', 'suka', 'tpi', 'mahasiswa', 'intimidasi', 'kronologi', 'bukti', 'kalimat', 'dannkata', 'hrs', 'revisi', 'pasti', 'hukum', 'kait', 'case', 'pasti', 'tpi', 'bijak', 'dalem', 'tetap', 'dn', 'tentu', 'bahasa']",sesimple babe haikal kait implementasi pen no dn ndak bsa dipungkiri pasal mesti revisi jelas mbak veni pasal suka suka tpi mahasiswa intimidasi kronologi bukti kalimat dannkata hrs revisi pasti hukum kait case pasti tpi bijak dalem tetap dn tentu bahasa
188,si vani alibi kedok melindungi tapi ditanya kalau setuju koq gk nyambung nyambung ,negatif,"['si', 'vani', 'alibi', 'kedok', 'melindungi', 'tapi', 'ditanya', 'klw', 'setuju', 'koq', 'gk', 'nyambung', 'nyambung']","['vani', 'alibi', 'kedok', 'melindungi', 'klw', 'setuju', 'koq', 'gk', 'nyambung', 'nyambung']","['vani', 'alibi', 'kedok', 'lindung', 'klw', 'tuju', 'koq', 'gk', 'nyambung', 'nyambung']",vani alibi kedok lindung klw tuju koq gk nyambung nyambung
189,gw gk ngerti sebenarnya aturan permendibud seperti apa secara logika klo benar melegalkan seks bebas ya ngawur lah ada yg tau gk isi aturannya terimakasih,netral,"['gw', 'gk', 'ngerti', 'sebenarnya', 'aturan', 'permendibud', 'kayak', 'aoa', 'secara', 'logika', 'klo', 'bnr', 'melegalkan', 'sex', 'bebas', 'ya', 'ngawur', 'lah', 'ada', 'yg', 'tau', 'gk', 'isi', 'aturannya', 'trmksh']","['gw', 'gk', 'ngerti', 'aturan', 'permendibud', 'kayak', 'aoa', 'logika', 'bnr', 'melegalkan', 'sex', 'bebas', 'ngawur', 'gk', 'isi', 'aturannya', 'trmksh']","['gw', 'gk', 'ngerti', 'atur', 'permendibud', 'kayak', 'aoa', 'logika', 'bnr', 'legal', 'sex', 'bebas', 'ngawur', 'gk', 'isi', 'atur', 'trmksh']",gw gk ngerti atur permendibud kayak aoa logika bnr legal sex bebas ngawur gk isi atur trmksh
190,ni buk ngak cukup nalarnya tidak berbanding lurus dengan bobotnya,netral,"['ni', 'buk', 'ngak', 'cukup', 'nalarnya', 'ndak', 'berbanding', 'lurus', 'dgn', 'bobotnya']","['buk', 'ngak', 'nalarnya', 'ndak', 'berbanding', 'lurus', 'bobotnya']","['buk', 'ngak', 'nalar', 'ndak', 'banding', 'lurus', 'bobot']",buk ngak nalar ndak banding lurus bobot
191,apa arti kekerasan paksa ancam sehingga korban tak sanggup untuk melwan kadang bisa dibunuh mengapa harus ribut kalau rela artinya ngak ada kekerasan kok dibawa kemana mana jangan munafik siapa yang bisa mencegah zina kenyataannya yang ngomong anti zina merekalah yg berzina zina itu bukan kekerasan ,negatif,"['aoa', 'arti', 'kekerasan', 'paksa', 'ancam', 'sehingga', 'korban', 'tak', 'sanggup', 'untk', 'melwan', 'kadang', 'bsa', 'dibunuh', 'mengapa', 'hrs', 'ribut', 'klw', 'rela', 'artinya', 'ngak', 'ada', 'kekerasan', 'kok', 'dibawa', 'kemana', 'mana', 'jngan', 'munafik', 'siapa', 'yg', 'bsa', 'mencegah', 'zinah', 'kenyataannya', 'yg', 'ngomong', 'anti', 'zinah', 'merekalah', 'yg', 'berzina', 'zinah', 'itu', 'bukan', 'kekerasan']","['aoa', 'arti', 'kekerasan', 'paksa', 'ancam', 'korban', 'sanggup', 'untk', 'melwan', 'kadang', 'bsa', 'dibunuh', 'hrs', 'ribut', 'klw', 'rela', 'ngak', 'kekerasan', 'dibawa', 'kemana', 'jngan', 'munafik', 'bsa', 'mencegah', 'zinah', 'kenyataannya', 'ngomong', 'anti', 'zinah', 'berzina', 'zinah', 'kekerasan']","['aoa', 'arti', 'keras', 'paksa', 'ancam', 'korban', 'sanggup', 'untk', 'melwan', 'kadang', 'bsa', 'bunuh', 'hrs', 'ribut', 'klw', 'rela', 'ngak', 'keras', 'bawa', 'mana', 'jngan', 'munafik', 'bsa', 'cegah', 'zinah', 'nyata', 'ngomong', 'anti', 'zinah', 'zina', 'zinah', 'keras']",aoa arti keras paksa ancam korban sanggup untk melwan kadang bsa bunuh hrs ribut klw rela ngak keras bawa mana jngan munafik bsa cegah zinah nyata ngomong anti zinah zina zinah keras
192,penanggulangan seks liar itu adalah kesadaran beragama ,positif,"['penanggulangan', 'sex', 'liar', 'itu', 'adalah', 'kesadaran', 'beragama']","['penanggulangan', 'sex', 'liar', 'kesadaran', 'beragama']","['tanggulang', 'sex', 'liar', 'sadar', 'agama']",tanggulang sex liar sadar agama
193,save sex no sex arigatoguzaimasu ,netral,"['save', 'sex', 'no', 'sex', 'arigatoguzaimasu']","['save', 'sex', 'no', 'sex', 'arigatoguzaimasu']","['save', 'sex', 'no', 'sex', 'arigatoguzaimasu']",save sex no sex arigatoguzaimasu
194,dasar udah kerasukkan syetan udah kepepet masih aja mengelak tuh veni,negatif,"['dasar', 'udah', 'kerasukkan', 'syetan', 'udah', 'kepepet', 'masih', 'aja', 'mengelak', 'tuh', 'veni']","['dasar', 'udah', 'kerasukkan', 'syetan', 'udah', 'kepepet', 'mengelak', 'veni']","['dasar', 'udah', 'rasuk', 'syetan', 'udah', 'pepet', 'elak', 'veni']",dasar udah rasuk syetan udah pepet elak veni
195,aneh bin ajaib takut kekerasan zina tetapi tidak takut dosa dan dipanggang di api neraka bertobatlah dan kembali ke jalan yang lurus ,negatif,"['anehny', 'bin', 'ajaib', 'waswas', 'kekerasan', 'zinah', 'tpi', 'ndak', 'waswas', 'dosa', 'dn', 'dipanggang', 'di', 'api', 'neraka', 'bertobatlah', 'dn', 'kembali', 'ke', 'jalan', 'yg', 'lurus']","['anehny', 'ajaib', 'waswas', 'kekerasan', 'zinah', 'tpi', 'ndak', 'waswas', 'dosa', 'dn', 'dipanggang', 'api', 'neraka', 'bertobatlah', 'dn', 'jalan', 'lurus']","['anehny', 'ajaib', 'waswas', 'keras', 'zinah', 'tpi', 'ndak', 'waswas', 'dosa', 'dn', 'panggang', 'api', 'neraka', 'tobat', 'dn', 'jalan', 'lurus']",anehny ajaib waswas keras zinah tpi ndak waswas dosa dn panggang api neraka tobat dn jalan lurus
196,hikal ini kok msh diundang ya sebagai apa kok diundang apa biar ramai aja ya,negatif,"['hikal', 'ini', 'kok', 'msh', 'diundang', 'ya', 'sebagai', 'aoa', 'kok', 'diundang', 'aoa', 'biar', 'rame', 'aja', 'ya']","['hikal', 'msh', 'diundang', 'aoa', 'diundang', 'aoa', 'rame']","['hikal', 'msh', 'undang', 'aoa', 'undang', 'aoa', 'rame']",hikal msh undang aoa undang aoa rame
197,yg buat aturan sikafer munafiq,negatif,"['yg', 'buat', 'aturan', 'sikafer', 'munafiq']","['aturan', 'sikafer', 'munafiq']","['atur', 'sikafer', 'munafiq']",atur sikafer munafiq
198,betul neng dzubaedah,negatif,"['betul', 'neng', 'dzubaedah']","['neng', 'dzubaedah']","['neng', 'dzubaedah']",neng dzubaedah
199,tuh lengan apa paha ,negatif,"['tuh', 'lengan', 'aoa', 'paha']","['lengan', 'aoa', 'paha']","['lengan', 'aoa', 'paha']",lengan aoa paha
200,dasar pada dungu padahal hanya tiga kata yang harus di hilangkan yaitu tanpa persetujuan apa salahnya padahal jadi lebih tegas tidak boleh titik gede ,negatif,"['dasar', 'pada', 'dungu', 'pada hal', 'cuma', 'tiga', 'kata', 'yg', 'hrs', 'di', 'hilangkan', 'yaitu', 'tanpa', 'persetujuan', 'aoa', 'salahnya', 'pada hal', 'jadi', 'lbh', 'tegas', 'ndak', 'boleh', 'titik', 'gede']","['dasar', 'dungu', 'pada hal', 'hrs', 'hilangkan', 'persetujuan', 'aoa', 'salahnya', 'pada hal', 'lbh', 'ndak', 'titik', 'gede']","['dasar', 'dungu', 'pada hal', 'hrs', 'hilang', 'tuju', 'aoa', 'salah', 'pada hal', 'lbh', 'ndak', 'titik', 'gede']",dasar dungu pada hal hrs hilang tuju aoa salah pada hal lbh ndak titik gede
201,badan gede otak kecil,negatif,"['badan', 'gede', 'otak', 'kecil']","['badan', 'gede', 'otak']","['badan', 'gede', 'otak']",badan gede otak
202,bh ini narsum tetap di tvone bahas apasaja tetap babe haikal pasti ada wlaupun narasumber lainnya selalu dtg dr kepakaran yang lain tvone tetap memakai bh ,negatif,"['bh', 'ini', 'narsum', 'ttp', 'di', 'tvone', 'bahas', 'apasaja', 'ttp', 'babe', 'haikal', 'pasti', 'ada', 'wlaupun', 'nara', 'lainnya', 'sllu', 'dtg', 'dr', 'kepakaran', 'yg', 'lain', 'tvone', 'ttp', 'memakai', 'bh']","['bh', 'narsum', 'ttp', 'tvone', 'bahas', 'apasaja', 'ttp', 'babe', 'haikal', 'wlaupun', 'nara', 'sllu', 'dtg', 'dr', 'kepakaran', 'tvone', 'ttp', 'memakai', 'bh']","['bh', 'narsum', 'ttp', 'tvone', 'bahas', 'apasaja', 'ttp', 'babe', 'haikal', 'wlaupun', 'nara', 'sllu', 'dtg', 'dr', 'pakar', 'tvone', 'ttp', 'pakai', 'bh']",bh narsum ttp tvone bahas apasaja ttp babe haikal wlaupun nara sllu dtg dr pakar tvone ttp pakai bh
203,mana ada kejadian seperti itu itu namanya mengantisipasi sebelum terjadi meskipun dengan persetujuan itu gak pantas dan akan membuka jalan untuk melakukan sex bebas lu aktivis perempuan tp gak melindungi perempuan miris bocil jaman now,negatif,"['mana', 'ada', 'kejadian', 'kayak', 'itu', 'itu', 'namanya', 'mengantisipasi', 'sebelum', 'terjadi', 'meski pun', 'dgn', 'persetujuan', 'itu', 'gak', 'pantas', 'dn', 'akan', 'membuka', 'jalan', 'untk', 'melakukan', 'sex', 'bebas', 'lu', 'aktifis', 'perempuan', 'tp', 'gak', 'melindungi', 'perempuan', 'miris', 'bocil', 'jaman', 'now']","['kejadian', 'kayak', 'namanya', 'mengantisipasi', 'meski pun', 'persetujuan', 'gak', 'dn', 'membuka', 'jalan', 'untk', 'sex', 'bebas', 'lu', 'aktifis', 'perempuan', 'tp', 'gak', 'melindungi', 'perempuan', 'miris', 'bocil', 'jaman', 'now']","['jadi', 'kayak', 'nama', 'antisipasi', 'meski pun', 'tuju', 'gak', 'dn', 'buka', 'jalan', 'untk', 'sex', 'bebas', 'lu', 'aktif', 'perempuan', 'tp', 'gak', 'lindung', 'perempuan', 'miris', 'bocil', 'jaman', 'now']",jadi kayak nama antisipasi meski pun tuju gak dn buka jalan untk sex bebas lu aktif perempuan tp gak lindung perempuan miris bocil jaman now
