,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final
28,dewanga putera oke frase tuju korban frase faham peraturanya timbul polemik multitafsir kontradiksi kuhp a susila lai bentrok nama korban tuju leceh literatur bahasa indonesia korban nama frase tuju korban dampak oknum memanfatkan frase alesanya korban kbi binatang derita mati akibat jadi buat jahat,negatif,"['dewanga', 'putera', 'oke', 'frase', 'persetujuan', 'korban', 'frase', 'faham', 'peraturanya', 'kan', 'menimbulkan', 'polemik', 'multitafsir', 'kontradiksi', 'kuhp', 'a susila', 'lainya', 'bentrok', 'namanya', 'korban', 'setuju', 'dilecehkan', 'literatur', 'bahasa', 'indonesia', 'korban', 'namanya', 'frase', 'persetujuan', 'korban', 'dampaknya', 'oknum', 'memanfatkan', 'frase', 'alesanya', 'korban', 'kbi', 'binatang', 'menderita', 'mati', 'akibat', 'kejadian', 'perbuatan', 'jahat']","['dewanga', 'putera', 'oke', 'frase', 'persetujuan', 'korban', 'frase', 'faham', 'peraturanya', 'menimbulkan', 'polemik', 'multitafsir', 'kontradiksi', 'kuhp', 'a susila', 'lainya', 'bentrok', 'namanya', 'korban', 'setuju', 'dilecehkan', 'literatur', 'bahasa', 'indonesia', 'korban', 'namanya', 'frase', 'persetujuan', 'korban', 'dampaknya', 'oknum', 'memanfatkan', 'frase', 'alesanya', 'korban', 'kbi', 'binatang', 'menderita', 'mati', 'akibat', 'kejadian', 'perbuatan', 'jahat']","['dewanga', 'putera', 'oke', 'frase', 'tuju', 'korban', 'frase', 'faham', 'peraturanya', 'timbul', 'polemik', 'multitafsir', 'kontradiksi', 'kuhp', 'a susila', 'lai', 'bentrok', 'nama', 'korban', 'tuju', 'leceh', 'literatur', 'bahasa', 'indonesia', 'korban', 'nama', 'frase', 'tuju', 'korban', 'dampak', 'oknum', 'memanfatkan', 'frase', 'alesanya', 'korban', 'kbi', 'binatang', 'derita', 'mati', 'akibat', 'jadi', 'buat', 'jahat']",dewanga putera oke frase tuju korban frase faham peraturanya timbul polemik multitafsir kontradiksi kuhp a susila lai bentrok nama korban tuju leceh literatur bahasa indonesia korban nama frase tuju korban dampak oknum memanfatkan frase alesanya korban kbi binatang derita mati akibat jadi buat jahat
29,ada korban tuju,positif,"['adakah', 'korban', 'setuju']","['adakah', 'korban', 'setuju']","['ada', 'korban', 'tuju']",ada korban tuju
30,deh mesti menrisex atur timbul gaduh mknya makul moril agama kasih agama rohani hapus,negatif,"['deh', 'mestinya', 'menrisex', 'bikin', 'aturan', 'menimbulkan', 'kegaduhan', 'mknya', 'makul', 'moril', 'agama', 'dikasih', 'agama', 'kerohanian', 'dihapus']","['deh', 'mestinya', 'menrisex', 'aturan', 'menimbulkan', 'kegaduhan', 'mknya', 'makul', 'moril', 'agama', 'dikasih', 'agama', 'kerohanian', 'dihapus']","['deh', 'mesti', 'menrisex', 'atur', 'timbul', 'gaduh', 'mknya', 'makul', 'moril', 'agama', 'kasih', 'agama', 'rohani', 'hapus']",deh mesti menrisex atur timbul gaduh mknya makul moril agama kasih agama rohani hapus
31,kuad in ok,positif,"['kuad', 'in', 'ok']","['kuad', 'in', 'ok']","['kuad', 'in', 'ok']",kuad in ok
32,kuad in plis deh agama sekolah kampus leceh seksual,negatif,"['kuad', 'in', 'plis', 'deh', 'agama', 'sekolah', 'kampus', 'pelecehan', 'seksual']","['kuad', 'in', 'plis', 'deh', 'agama', 'sekolah', 'kampus', 'pelecehan', 'seksual']","['kuad', 'in', 'plis', 'deh', 'agama', 'sekolah', 'kampus', 'leceh', 'seksual']",kuad in plis deh agama sekolah kampus leceh seksual
33,gabriela indah charista yes very very very true,positif,"['gabriela', 'indah', 'charista', 'yes', 'very', 'very', 'very', 'true']","['gabriela', 'indah', 'charista', 'yes', 'very', 'very', 'very', 'true']","['gabriela', 'indah', 'charista', 'yes', 'very', 'very', 'very', 'true']",gabriela indah charista yes very very very true
34,tuju bang baca peraturanya bacod permendikbud dijelasin tuju korban ayat huruf huruf huruf huruf huruf huruf diangap syah dalem korban alami situasi laku ancam paksa menyalahgunakan kedudukanya,negatif,"['setuju', 'bang', 'baca', 'peraturanya', 'bacod', 'permendikbud', 'dijelasin', 'persetujuan', 'korban', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'diangap', 'syah', 'dalem', 'korban', 'mengalami', 'situasi', 'pelaku', 'mengancam', 'memaksa', 'menyalahgunakan', 'kedudukanya']","['setuju', 'bang', 'baca', 'peraturanya', 'bacod', 'permendikbud', 'dijelasin', 'persetujuan', 'korban', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'diangap', 'syah', 'dalem', 'korban', 'mengalami', 'situasi', 'pelaku', 'mengancam', 'memaksa', 'menyalahgunakan', 'kedudukanya']","['tuju', 'bang', 'baca', 'peraturanya', 'bacod', 'permendikbud', 'dijelasin', 'tuju', 'korban', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'diangap', 'syah', 'dalem', 'korban', 'alami', 'situasi', 'laku', 'ancam', 'paksa', 'menyalahgunakan', 'kedudukanya']",tuju bang baca peraturanya bacod permendikbud dijelasin tuju korban ayat huruf huruf huruf huruf huruf huruf diangap syah dalem korban alami situasi laku ancam paksa menyalahgunakan kedudukanya
35,tuju laku laku ancam,negatif,"['persetujuan', 'berlaku', 'pelaku', 'mengancam']","['persetujuan', 'berlaku', 'pelaku', 'mengancam']","['tuju', 'laku', 'laku', 'ancam']",tuju laku laku ancam
36,baca iya paham konsep consent ga tuju ga tuju mulut baca bicara,negatif,"['baca', 'iya', 'pahami', 'konsep', 'consent', 'ga', 'setuju', 'ga', 'setuju', 'mulut', 'baca', 'bicara']","['baca', 'iya', 'pahami', 'konsep', 'consent', 'ga', 'setuju', 'ga', 'setuju', 'mulut', 'baca', 'bicara']","['baca', 'iya', 'paham', 'konsep', 'consent', 'ga', 'tuju', 'ga', 'tuju', 'mulut', 'baca', 'bicara']",baca iya paham konsep consent ga tuju ga tuju mulut baca bicara
37,dewan permen jk moral bejad buk jk keluarga tanam moril agama rasa kendali agama apa larang zan jk perkosan mk laku lapor polisi ibuk dewan jk alesanya suka suka,negatif,"['ibu', 'dewan', 'permenpun', 'jk', 'moralnya', 'bejad', 'buk', 'jk', 'dimulai', 'keluarga', 'menanamkan', 'moril', 'agama', 'kurasa', 'pengendali', 'agama', 'apapun', 'melarang', 'perzinan', 'jk', 'perkosan', 'tu', 'mk', 'pelakunya', 'lapor', 'kan', 'polisi', 'ibuk', 'dewan', 'jk', 'alesanya', 'suka', 'suka']","['dewan', 'permenpun', 'jk', 'moralnya', 'bejad', 'buk', 'jk', 'keluarga', 'menanamkan', 'moril', 'agama', 'kurasa', 'pengendali', 'agama', 'apapun', 'melarang', 'perzinan', 'jk', 'perkosan', 'mk', 'pelakunya', 'lapor', 'polisi', 'ibuk', 'dewan', 'jk', 'alesanya', 'suka', 'suka']","['dewan', 'permen', 'jk', 'moral', 'bejad', 'buk', 'jk', 'keluarga', 'tanam', 'moril', 'agama', 'rasa', 'kendali', 'agama', 'apa', 'larang', 'zan', 'jk', 'perkosan', 'mk', 'laku', 'lapor', 'polisi', 'ibuk', 'dewan', 'jk', 'alesanya', 'suka', 'suka']",dewan permen jk moral bejad buk jk keluarga tanam moril agama rasa kendali agama apa larang zan jk perkosan mk laku lapor polisi ibuk dewan jk alesanya suka suka
38,vissi miss presiden tri jabar dlm bijak revolusi mental jokowi,negatif,"['vissi', 'missi', 'presiden', 'mentri', 'menjabarkan', 'dlm', 'kebijakan', 'revolusi', 'mentalnya', 'jokowi']","['vissi', 'missi', 'presiden', 'mentri', 'menjabarkan', 'dlm', 'kebijakan', 'revolusi', 'mentalnya', 'jokowi']","['vissi', 'miss', 'presiden', 'tri', 'jabar', 'dlm', 'bijak', 'revolusi', 'mental', 'jokowi']",vissi miss presiden tri jabar dlm bijak revolusi mental jokowi
39,tuju korban ganti hapus,negatif,"['persetujuan', 'korban', 'diganti', 'dihapus']","['persetujuan', 'korban', 'diganti', 'dihapus']","['tuju', 'korban', 'ganti', 'hapus']",tuju korban ganti hapus
40,sempat goreng gosong jokowi jatuh,positif,"['kesempatan', 'goreng', 'gosong', 'biar', 'jokowi', 'jatuh']","['kesempatan', 'goreng', 'gosong', 'jokowi', 'jatuh']","['sempat', 'goreng', 'gosong', 'jokowi', 'jatuh']",sempat goreng gosong jokowi jatuh
41,segalasesuatu serah ahli tungu kehancuranya,positif,"['segalasesuatu', 'diserah', 'ahlinya', 'tungulah', 'kehancuranya']","['segalasesuatu', 'diserah', 'ahlinya', 'tungulah', 'kehancuranya']","['segalasesuatu', 'serah', 'ahli', 'tungu', 'kehancuranya']",segalasesuatu serah ahli tungu kehancuranya
42,host las ganti bicara,positif,"['host', 'berpekulasi', 'pergantian', 'pembicara']","['host', 'berpekulasi', 'pergantian', 'pembicara']","['host', 'las', 'ganti', 'bicara']",host las ganti bicara
43,sentuh haram ikut hukum islam alah swt atur atur hdp,positif,"['menyentuh', 'haram', 'ikutlah', 'hukum', 'islam', 'alah', 'swt', 'atur', 'aturan', 'hdp']","['menyentuh', 'haram', 'ikutlah', 'hukum', 'islam', 'alah', 'swt', 'atur', 'aturan', 'hdp']","['sentuh', 'haram', 'ikut', 'hukum', 'islam', 'alah', 'swt', 'atur', 'atur', 'hdp']",sentuh haram ikut hukum islam alah swt atur atur hdp
44,logika rakyat indonesia larang bawa senjata tajam bawa senjata api,positif,"['logika', 'rakyat', 'indonesia', 'dilarang', 'bawa', 'senjata', 'tajam', 'bawa', 'senjata', 'api']","['logika', 'rakyat', 'indonesia', 'dilarang', 'bawa', 'senjata', 'tajam', 'bawa', 'senjata', 'api']","['logika', 'rakyat', 'indonesia', 'larang', 'bawa', 'senjata', 'tajam', 'bawa', 'senjata', 'api']",logika rakyat indonesia larang bawa senjata tajam bawa senjata api
45,enak bgt suka suka ga main kampus,positif,"['enak', 'bgt', 'suka', 'suka', 'ga', 'main', 'kampus']","['enak', 'bgt', 'suka', 'suka', 'ga', 'main', 'kampus']","['enak', 'bgt', 'suka', 'suka', 'ga', 'main', 'kampus']",enak bgt suka suka ga main kampus
46,pks engkau harap rakyat indonesia,negatif,"['pks', 'engkau', 'harapan', 'rakyat', 'indonesia']","['pks', 'engkau', 'harapan', 'rakyat', 'indonesia']","['pks', 'engkau', 'harap', 'rakyat', 'indonesia']",pks engkau harap rakyat indonesia
47,suka suka wilayah private perkara moril individu didik mora,positif,"['suka', 'suka', 'wilayah', 'private', 'perkara', 'moril', 'individu', 'pendidikan', 'mora']","['suka', 'suka', 'wilayah', 'private', 'perkara', 'moril', 'individu', 'pendidikan', 'mora']","['suka', 'suka', 'wilayah', 'private', 'perkara', 'moril', 'individu', 'didik', 'mora']",suka suka wilayah private perkara moril individu didik mora
48,terap atur zinah perkosan entar atur terap olah izin perempuanya inget negara panca sila sila tuhan maha esa perempuanya tuju ga tuju syah pasang iya mesti larang tri agama ngedukung negara negara panca sila sila mna terap,positif,"['menerapkan', 'aturan', 'zinah', 'perkosan', 'entar', 'aturan', 'terapkan', 'olah', 'seizin', 'perempuanya', 'inget', 'negara', 'panca sila', 'sila', 'ketuhanan', 'maha', 'esa', 'perempuanya', 'setuju', 'ga', 'setuju', 'syah', 'pasangan', 'iya', 'mestinya', 'dilarang', 'mentri', 'agamanya', 'ngedukung', 'negara', 'negara', 'panca sila', 'sila', 'mna', 'diterapkan']","['menerapkan', 'aturan', 'zinah', 'perkosan', 'entar', 'aturan', 'terapkan', 'olah', 'seizin', 'perempuanya', 'inget', 'negara', 'panca sila', 'sila', 'ketuhanan', 'maha', 'esa', 'perempuanya', 'setuju', 'ga', 'setuju', 'syah', 'pasangan', 'iya', 'mestinya', 'dilarang', 'mentri', 'agamanya', 'ngedukung', 'negara', 'negara', 'panca sila', 'sila', 'mna', 'diterapkan']","['terap', 'atur', 'zinah', 'perkosan', 'entar', 'atur', 'terap', 'olah', 'izin', 'perempuanya', 'inget', 'negara', 'panca sila', 'sila', 'tuhan', 'maha', 'esa', 'perempuanya', 'tuju', 'ga', 'tuju', 'syah', 'pasang', 'iya', 'mesti', 'larang', 'tri', 'agama', 'ngedukung', 'negara', 'negara', 'panca sila', 'sila', 'mna', 'terap']",terap atur zinah perkosan entar atur terap olah izin perempuanya inget negara panca sila sila tuhan maha esa perempuanya tuju ga tuju syah pasang iya mesti larang tri agama ngedukung negara negara panca sila sila mna terap
49,atur laksana atur tat atur tat syariat,positif,"['peraturan', 'pelaksana', 'aturan', 'tat', 'aturan', 'tat', 'syariat']","['peraturan', 'pelaksana', 'aturan', 'tat', 'aturan', 'tat', 'syariat']","['atur', 'laksana', 'atur', 'tat', 'atur', 'tat', 'syariat']",atur laksana atur tat atur tat syariat
50,harus tungu korban simak penyelesaianya adil bnr,negatif,"['haruskah', 'tungu', 'korban', 'simak', 'penyelesaianya', 'pengadilan', 'bnr']","['haruskah', 'tungu', 'korban', 'simak', 'penyelesaianya', 'pengadilan', 'bnr']","['harus', 'tungu', 'korban', 'simak', 'penyelesaianya', 'adil', 'bnr']",harus tungu korban simak penyelesaianya adil bnr
51,polemik timbul gaduh onar,negatif,"['polemik', 'menimbulkan', 'kegaduhan', 'keonaran']","['polemik', 'menimbulkan', 'kegaduhan', 'keonaran']","['polemik', 'timbul', 'gaduh', 'onar']",polemik timbul gaduh onar
52,pks cman gaduh alih isu godbener jekartah angota par tainya masalah formula usut kpk,negatif,"['pks', 'cman', 'bikin', 'gaduh', 'mengalihkan', 'isu', 'godbener', 'jekartah', 'angota', 'par', 'tainya', 'bermasalah', 'formula', 'diusut', 'kpk']","['pks', 'cman', 'gaduh', 'mengalihkan', 'isu', 'godbener', 'jekartah', 'angota', 'par', 'tainya', 'bermasalah', 'formula', 'diusut', 'kpk']","['pks', 'cman', 'gaduh', 'alih', 'isu', 'godbener', 'jekartah', 'angota', 'par', 'tainya', 'masalah', 'formula', 'usut', 'kpk']",pks cman gaduh alih isu godbener jekartah angota par tainya masalah formula usut kpk
53,sanak keluarga pks korban keras seksual dukung laku tuntut laku,positif,"['sanak', 'keluarga', 'pks', 'korban', 'kekerasan', 'seksual', 'mendukung', 'pelaku', 'menuntut', 'pelaku']","['sanak', 'keluarga', 'pks', 'korban', 'kekerasan', 'seksual', 'mendukung', 'pelaku', 'menuntut', 'pelaku']","['sanak', 'keluarga', 'pks', 'korban', 'keras', 'seksual', 'dukung', 'laku', 'tuntut', 'laku']",sanak keluarga pks korban keras seksual dukung laku tuntut laku
54,hahaha pks waswas angotanya garuk permen dalih,negatif,"['hahaha', 'pks', 'waswas', 'angotanya', 'digaruk', 'permen', 'dalih']","['hahaha', 'pks', 'waswas', 'angotanya', 'digaruk', 'permen', 'dalih']","['hahaha', 'pks', 'waswas', 'angotanya', 'garuk', 'permen', 'dalih']",hahaha pks waswas angotanya garuk permen dalih
55,lanjut tri permendikbudristek robah iya tungu,positif,"['lanjutkan', 'mentri', 'permendikbudristek', 'robah', 'iya', 'tungu']","['lanjutkan', 'mentri', 'permendikbudristek', 'robah', 'iya', 'tungu']","['lanjut', 'tri', 'permendikbudristek', 'robah', 'iya', 'tungu']",lanjut tri permendikbudristek robah iya tungu
56,trgantung anak ortunya penring tua mndidik anak ahklak utama tr bukti kjadian tua ketat anak trjerumus orunya anak selamat tr hindar pr gaul bas anak cewek alhamdulilah tamat kuliah bidan dua trlepas prgaulan bebas inti nasip rizqi anak buat tua mnyikapi kasih makan jlan halal koropsi so oasti dampak anak salah anak renung oke tua ahklak cari jlanya rizqi,negatif,"['trgantung', 'anaknya', 'ortunya', 'penring', 'tua', 'mndidik', 'anak', 'ahklak', 'utama', 'tr', 'bukti', 'kjadian', 'tua', 'ketat', 'anak', 'trjerumus', 'orunya', 'anak', 'selamat', 'tr', 'hindar', 'pr', 'gaulan', 'bas', 'anak', 'cewek', 'alhamdulilah', 'tamat', 'kuliah', 'bidanan', 'duanya', 'trlepas', 'prgaulan', 'bebas', 'intinya', 'nasip', 'rizqi', 'anak', 'perbuatan', 'tua', 'mnyikapi', 'kasih', 'makan', 'jlan', 'halal', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'salahkan', 'anak', 'renungi', 'oke', 'tua', 'ahklak', 'cari', 'jlanya', 'rizqi']","['trgantung', 'anaknya', 'ortunya', 'penring', 'tua', 'mndidik', 'anak', 'ahklak', 'utama', 'tr', 'bukti', 'kjadian', 'tua', 'ketat', 'anak', 'trjerumus', 'orunya', 'anak', 'selamat', 'tr', 'hindar', 'pr', 'gaulan', 'bas', 'anak', 'cewek', 'alhamdulilah', 'tamat', 'kuliah', 'bidanan', 'duanya', 'trlepas', 'prgaulan', 'bebas', 'intinya', 'nasip', 'rizqi', 'anak', 'perbuatan', 'tua', 'mnyikapi', 'kasih', 'makan', 'jlan', 'halal', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'salahkan', 'anak', 'renungi', 'oke', 'tua', 'ahklak', 'cari', 'jlanya', 'rizqi']","['trgantung', 'anak', 'ortunya', 'penring', 'tua', 'mndidik', 'anak', 'ahklak', 'utama', 'tr', 'bukti', 'kjadian', 'tua', 'ketat', 'anak', 'trjerumus', 'orunya', 'anak', 'selamat', 'tr', 'hindar', 'pr', 'gaul', 'bas', 'anak', 'cewek', 'alhamdulilah', 'tamat', 'kuliah', 'bidan', 'dua', 'trlepas', 'prgaulan', 'bebas', 'inti', 'nasip', 'rizqi', 'anak', 'buat', 'tua', 'mnyikapi', 'kasih', 'makan', 'jlan', 'halal', 'koropsi', 'so', 'oasti', 'dampak', 'anak', 'salah', 'anak', 'renung', 'oke', 'tua', 'ahklak', 'cari', 'jlanya', 'rizqi']",trgantung anak ortunya penring tua mndidik anak ahklak utama tr bukti kjadian tua ketat anak trjerumus orunya anak selamat tr hindar pr gaul bas anak cewek alhamdulilah tamat kuliah bidan dua trlepas prgaulan bebas inti nasip rizqi anak buat tua mnyikapi kasih makan jlan halal koropsi so oasti dampak anak salah anak renung oke tua ahklak cari jlanya rizqi
57,miris bgt gas,negatif,"['miris', 'bgt', 'gasi']","['miris', 'bgt', 'gasi']","['miris', 'bgt', 'gas']",miris bgt gas
58,hukum logika tsb bnr undang undang atur senjata tajam atur senjata api kesimpulanya senjata api boleh argumentum contrario,positif,"['hukum', 'logika', 'tsb', 'bnr', 'loh', 'undang', 'undang', 'mengatur', 'senjata', 'tajam', 'mengatur', 'senjata', 'api', 'maka', 'kesimpulanya', 'senjata', 'api', 'diperbolehkan', 'argumentum', 'contrario']","['hukum', 'logika', 'tsb', 'bnr', 'undang', 'undang', 'mengatur', 'senjata', 'tajam', 'mengatur', 'senjata', 'api', 'kesimpulanya', 'senjata', 'api', 'diperbolehkan', 'argumentum', 'contrario']","['hukum', 'logika', 'tsb', 'bnr', 'undang', 'undang', 'atur', 'senjata', 'tajam', 'atur', 'senjata', 'api', 'kesimpulanya', 'senjata', 'api', 'boleh', 'argumentum', 'contrario']",hukum logika tsb bnr undang undang atur senjata tajam atur senjata api kesimpulanya senjata api boleh argumentum contrario
59,dewanga putera atur advokasi legal hukum luas atur inti kait legalitas perzinahan konsensual kampus terbit permendikbud legalisasi ilegal,positif,"['dewanga', 'putera', 'mengatur', 'mengadvokasi', 'melegalkan', 'hukuman', 'luas', 'mengatur', 'intinya', 'terkait', 'legalitas', 'perzinahan', 'konsensual', 'kampus', 'terbit', 'permendikbud', 'dilegalisasi', 'ilegalisasi']","['dewanga', 'putera', 'mengatur', 'mengadvokasi', 'melegalkan', 'hukuman', 'luas', 'mengatur', 'intinya', 'terkait', 'legalitas', 'perzinahan', 'konsensual', 'kampus', 'terbit', 'permendikbud', 'dilegalisasi', 'ilegalisasi']","['dewanga', 'putera', 'atur', 'advokasi', 'legal', 'hukum', 'luas', 'atur', 'inti', 'kait', 'legalitas', 'perzinahan', 'konsensual', 'kampus', 'terbit', 'permendikbud', 'legalisasi', 'ilegal']",dewanga putera atur advokasi legal hukum luas atur inti kait legalitas perzinahan konsensual kampus terbit permendikbud legalisasi ilegal
60,muhamad hashirama atur legal coba buka gogle baca azas legalitas dalem hukum atur larang buat diangap legal,positif,"['muhamad', 'hashirama', 'mengatur', 'melegalkan', 'kan', 'ku', 'coba', 'buka', 'gogle', 'baca', 'azas', 'legalitas', 'dalem', 'hukum', 'peraturan', 'melarangnya', 'perbuatan', 'diangap', 'legal']","['muhamad', 'hashirama', 'mengatur', 'melegalkan', 'coba', 'buka', 'gogle', 'baca', 'azas', 'legalitas', 'dalem', 'hukum', 'peraturan', 'melarangnya', 'perbuatan', 'diangap', 'legal']","['muhamad', 'hashirama', 'atur', 'legal', 'coba', 'buka', 'gogle', 'baca', 'azas', 'legalitas', 'dalem', 'hukum', 'atur', 'larang', 'buat', 'diangap', 'legal']",muhamad hashirama atur legal coba buka gogle baca azas legalitas dalem hukum atur larang buat diangap legal
61,suka suka buat jah undang aturanya klu suka suka keras,positif,"['suka', 'suka', 'perbuatan', 'jinah', 'perundangan', 'aturanya', 'klu', 'suka', 'suka', 'kekerasan']","['suka', 'suka', 'perbuatan', 'jinah', 'perundangan', 'aturanya', 'klu', 'suka', 'suka', 'kekerasan']","['suka', 'suka', 'buat', 'jah', 'undang', 'aturanya', 'klu', 'suka', 'suka', 'keras']",suka suka buat jah undang aturanya klu suka suka keras
62,kuhp tubuh suami istri pidana zan pidana penjara denda katagori,negatif,"['kuhp', 'melakukan', 'persetubuhan', 'suami', 'istrinya', 'dipidana', 'perzinan', 'pidana', 'penjara', 'denda', 'katagori']","['kuhp', 'persetubuhan', 'suami', 'istrinya', 'dipidana', 'perzinan', 'pidana', 'penjara', 'denda', 'katagori']","['kuhp', 'tubuh', 'suami', 'istri', 'pidana', 'zan', 'pidana', 'penjara', 'denda', 'katagori']",kuhp tubuh suami istri pidana zan pidana penjara denda katagori
63,permendikbud banyak lapor darurat bikin perendikbud badan hukum keras seksual slama realita jadi korban slalu rugika dalem lapor lindung leceh,positif,"['permendikbud', 'banyaknya', 'pelaporan', 'kasus', 'darurat', 'bikinlah', 'perendikbud', 'badan', 'hukum', 'kekerasan', 'seksual', 'slama', 'realita', 'kejadian', 'korban', 'slalu', 'rugika', 'dalem', 'kasus', 'melapor', 'perlindungan', 'pelecehan']","['permendikbud', 'banyaknya', 'pelaporan', 'darurat', 'bikinlah', 'perendikbud', 'badan', 'hukum', 'kekerasan', 'seksual', 'slama', 'realita', 'kejadian', 'korban', 'slalu', 'rugika', 'dalem', 'melapor', 'perlindungan', 'pelecehan']","['permendikbud', 'banyak', 'lapor', 'darurat', 'bikin', 'perendikbud', 'badan', 'hukum', 'keras', 'seksual', 'slama', 'realita', 'jadi', 'korban', 'slalu', 'rugika', 'dalem', 'lapor', 'lindung', 'leceh']",permendikbud banyak lapor darurat bikin perendikbud badan hukum keras seksual slama realita jadi korban slalu rugika dalem lapor lindung leceh
