,Unnamed: 0,Komentar,Label,TOKENIZATION,STOP_REMOVAL,STEMMER,Komentar_Final,sentiment
27,27, dmitrii anak hukum tertawa melihat argumenmu biar saya kutip salahsatu pasal kontroversial pasal  ayat  kekerasan seksual sebagaimana dimaksud pada ayat  meliputi menyentuh mengusap meraba memegang memeluk mencium dan atau menggosokkan bagian tubuhnya pada tubuh korban tanpa persetujuan korban sebenarnya kesimpulan disini sudah sangat gamblang permendikbud no  tahun  hanya mengelompokan tindakan menjadi  jenis yaitu tindakan tanpa persetujuan korban dan tindakan dengan persetujuan korban apabila tindakan dilakukan tanpa persetujuan korban maka itu adalah kekerasan seksual dan apabila tindakan dilakukan dengan persetujuan korban maka itu adakah bukan kekerasan seksual permendikbud no  tahun  samasekali tidak mengatur tindakan yang dilakukan dengan persetujuan korban tidak melegalkan dan tidak meng ilegalkan alias ya tidak diatur samasekali anak hukum tertawa melihat argumenmu biar saya kutip salahsatu pasal kontroversial pasal  ayat  kekerasan seksual sebagaimana dimaksud pada ayat  meliputi menyentuh mengusap meraba memegang memeluk mencium dan atau menggosokkan bagian tubuhnya pada tubuh korban tanpa persetujuan korban sebenarnya kesimpulan disini sudah sangat gamblang permendikbud no  tahun  hanya mengelompokan tindakan menjadi  jenis yaitu tindakan tanpa persetujuan korban dan tindakan dengan persetujuan korban apabila tindakan dilakukan tanpa persetujuan korban maka itu adalah kekerasan seksual dan apabila tindakan dilakukan tanpa persetujuan korban maka itu adakah bukan kekerasan seksual permendikbud no  tahun  samasekali tidak mengatur konsekuensi tindakan yang dilakukan dengan persetujuan korban tidak melegalkan tidak pula mengilegalkan alias tidak diatur samasekali argumentum contrario jadi kalo lu berpikir bahwa tindakan yang dilakukan dengan persetujuan korban diperbolehkan dalam peemendikbud no  maka itu adalah kesimpulan yang elu buat sendiri ga ada dasar nya ,positif,"['dmitrii', 'anak', 'hukum', 'tertawa', 'melihat', 'argumenmu', 'biar', 'saya', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'sebagaimana', 'dimaksud', 'pada', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'dan', 'atau', 'menggosokkan', 'bagian', 'tubuhnya', 'pada', 'tubuh', 'korban', 'tanpa', 'persetujuan', 'korban', 'sebenarnya', 'kesimpulan', 'disini', 'sudah', 'sangat', 'gamblang', 'permendikbud', 'no', 'tahun', 'hanya', 'mengelompokan', 'tindakan', 'menjadi', 'jenis', 'yaitu', 'tindakan', 'tanpa', 'persetujuan', 'korban', 'dan', 'tindakan', 'dengan', 'persetujuan', 'korban', 'apabila', 'tindakan', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'maka', 'itu', 'adalah', 'kekerasan', 'seksual', 'dan', 'apabila', 'tindakan', 'dilakukan', 'dengan', 'persetujuan', 'korban', 'maka', 'itu', 'adakah', 'bukan', 'kekerasan', 'seksual', 'permendikbud', 'no', 'tahun', 'samasekali', 'tidak', 'mengatur', 'tindakan', 'yang', 'dilakukan', 'dengan', 'persetujuan', 'korban', 'tidak', 'melegalkan', 'dan', 'tidak', 'meng', 'ilegalkan', 'alias', 'ya', 'tidak', 'diatur', 'samasekali', 'anak', 'hukum', 'tertawa', 'melihat', 'argumenmu', 'biar', 'saya', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'sebagaimana', 'dimaksud', 'pada', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'dan', 'atau', 'menggosokkan', 'bagian', 'tubuhnya', 'pada', 'tubuh', 'korban', 'tanpa', 'persetujuan', 'korban', 'sebenarnya', 'kesimpulan', 'disini', 'sudah', 'sangat', 'gamblang', 'permendikbud', 'no', 'tahun', 'hanya', 'mengelompokan', 'tindakan', 'menjadi', 'jenis', 'yaitu', 'tindakan', 'tanpa', 'persetujuan', 'korban', 'dan', 'tindakan', 'dengan', 'persetujuan', 'korban', 'apabila', 'tindakan', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'maka', 'itu', 'adalah', 'kekerasan', 'seksual', 'dan', 'apabila', 'tindakan', 'dilakukan', 'tanpa', 'persetujuan', 'korban', 'maka', 'itu', 'adakah', 'bukan', 'kekerasan', 'seksual', 'permendikbud', 'no', 'tahun', 'samasekali', 'tidak', 'mengatur', 'konsekuensi', 'tindakan', 'yang', 'dilakukan', 'dengan', 'persetujuan', 'korban', 'tidak', 'melegalkan', 'tidak', 'pula', 'mengilegalkan', 'alias', 'tidak', 'diatur', 'samasekali', 'argumentum', 'contrario', 'jadi', 'kalo', 'lu', 'berpikir', 'bahwa', 'tindakan', 'yang', 'dilakukan', 'dengan', 'persetujuan', 'korban', 'diperbolehkan', 'dalam', 'peemendikbud', 'no', 'maka', 'itu', 'adalah', 'kesimpulan', 'yang', 'elu', 'buat', 'sendiri', 'ga', 'ada', 'dasar', 'nya']","['dmitrii', 'anak', 'hukum', 'tertawa', 'argumenmu', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'menggosokkan', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'gamblang', 'permendikbud', 'no', 'mengelompokan', 'tindakan', 'jenis', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'no', 'samasekali', 'tidak', 'mengatur', 'tindakan', 'persetujuan', 'korban', 'tidak', 'melegalkan', 'tidak', 'meng', 'ilegalkan', 'alias', 'tidak', 'diatur', 'samasekali', 'anak', 'hukum', 'tertawa', 'argumenmu', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'kekerasan', 'seksual', 'ayat', 'meliputi', 'menyentuh', 'mengusap', 'meraba', 'memegang', 'memeluk', 'mencium', 'menggosokkan', 'tubuhnya', 'tubuh', 'korban', 'persetujuan', 'korban', 'kesimpulan', 'gamblang', 'permendikbud', 'no', 'mengelompokan', 'tindakan', 'jenis', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'tindakan', 'persetujuan', 'korban', 'kekerasan', 'seksual', 'tindakan', 'persetujuan', 'korban', 'adakah', 'kekerasan', 'seksual', 'permendikbud', 'no', 'samasekali', 'tidak', 'mengatur', 'konsekuensi', 'tindakan', 'persetujuan', 'korban', 'tidak', 'melegalkan', 'tidak', 'mengilegalkan', 'alias', 'tidak', 'diatur', 'samasekali', 'argumentum', 'contrario', 'lu', 'berpikir', 'tindakan', 'persetujuan', 'korban', 'diperbolehkan', 'peemendikbud', 'no', 'kesimpulan', 'elu', 'ga', 'dasar']","['dmitrii', 'anak', 'hukum', 'tertawa', 'argumen', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'keras', 'seksual', 'ayat', 'liput', 'sentuh', 'usap', 'raba', 'pegang', 'peluk', 'cium', 'gosok', 'tubuh', 'tubuh', 'korban', 'tuju', 'korban', 'simpul', 'gamblang', 'permendikbud', 'no', 'kelompok', 'tindak', 'jenis', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'keras', 'seksual', 'tindak', 'tuju', 'korban', 'ada', 'keras', 'seksual', 'permendikbud', 'no', 'samasekali', 'tidak', 'atur', 'tindak', 'tuju', 'korban', 'tidak', 'legal', 'tidak', 'meng', 'ilegal', 'alias', 'tidak', 'atur', 'samasekali', 'anak', 'hukum', 'tertawa', 'argumen', 'kutip', 'salahsatu', 'pasal', 'kontroversial', 'pasal', 'ayat', 'keras', 'seksual', 'ayat', 'liput', 'sentuh', 'usap', 'raba', 'pegang', 'peluk', 'cium', 'gosok', 'tubuh', 'tubuh', 'korban', 'tuju', 'korban', 'simpul', 'gamblang', 'permendikbud', 'no', 'kelompok', 'tindak', 'jenis', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'tindak', 'tuju', 'korban', 'keras', 'seksual', 'tindak', 'tuju', 'korban', 'ada', 'keras', 'seksual', 'permendikbud', 'no', 'samasekali', 'tidak', 'atur', 'konsekuensi', 'tindak', 'tuju', 'korban', 'tidak', 'legal', 'tidak', 'ilegal', 'alias', 'tidak', 'atur', 'samasekali', 'argumentum', 'contrario', 'lu', 'pikir', 'tindak', 'tuju', 'korban', 'boleh', 'peemendikbud', 'no', 'simpul', 'elu', 'ga', 'dasar']",dmitrii anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium gosok tubuh tubuh korban tuju korban simpul gamblang permendikbud no kelompok tindak jenis tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud no samasekali tidak atur tindak tuju korban tidak legal tidak meng ilegal alias tidak atur samasekali anak hukum tertawa argumen kutip salahsatu pasal kontroversial pasal ayat keras seksual ayat liput sentuh usap raba pegang peluk cium gosok tubuh tubuh korban tuju korban simpul gamblang permendikbud no kelompok tindak jenis tindak tuju korban tindak tuju korban tindak tuju korban keras seksual tindak tuju korban ada keras seksual permendikbud no samasekali tidak atur konsekuensi tindak tuju korban tidak legal tidak ilegal alias tidak atur samasekali argumentum contrario lu pikir tindak tuju korban boleh peemendikbud no simpul elu ga dasar,0.0
28,28, dewangga putra oke terus buat apa ada frasa tanpa persetujuan korban sebetulnya tanpa frasa tersebut kami pun paham pada peraturannya ini kan menimbulkan polemik baru karena multitafsir dan kontradiksi dengan kuhp asusila lainnya jadi bentrok yang namanya korban pasti tidak akan setuju untuk dilecehkan secara literatur bahasa indonesia bukan korban berarti namanya jadi frasa tanpa persetujuan korban tidak diperlukan atau sebagai dampaknya oknum akan memanfaatkan frasa tersebut sebagai alasan korban kbbi orang binatang dan sebagainya yang menjadi menderita mati dan sebagainya akibat suatu kejadian perbuatan jahat dan sebagainya ,negatif,"['dewangga', 'putra', 'oke', 'terus', 'buat', 'apa', 'ada', 'frasa', 'tanpa', 'persetujuan', 'korban', 'sebetulnya', 'tanpa', 'frasa', 'tersebut', 'kami', 'pun', 'paham', 'pada', 'peraturannya', 'ini', 'kan', 'menimbulkan', 'polemik', 'baru', 'karena', 'multitafsir', 'dan', 'kontradiksi', 'dengan', 'kuhp', 'asusila', 'lainnya', 'jadi', 'bentrok', 'yang', 'namanya', 'korban', 'pasti', 'tidak', 'akan', 'setuju', 'untuk', 'dilecehkan', 'secara', 'literatur', 'bahasa', 'indonesia', 'bukan', 'korban', 'berarti', 'namanya', 'jadi', 'frasa', 'tanpa', 'persetujuan', 'korban', 'tidak', 'diperlukan', 'atau', 'sebagai', 'dampaknya', 'oknum', 'akan', 'memanfaatkan', 'frasa', 'tersebut', 'sebagai', 'alasan', 'korban', 'kbbi', 'orang', 'binatang', 'dan', 'sebagainya', 'yang', 'menjadi', 'menderita', 'mati', 'dan', 'sebagainya', 'akibat', 'suatu', 'kejadian', 'perbuatan', 'jahat', 'dan', 'sebagainya']","['dewangga', 'putra', 'oke', 'frasa', 'persetujuan', 'korban', 'frasa', 'paham', 'peraturannya', 'menimbulkan', 'polemik', 'multitafsir', 'kontradiksi', 'kuhp', 'asusila', 'bentrok', 'namanya', 'korban', 'tidak', 'setuju', 'dilecehkan', 'literatur', 'bahasa', 'indonesia', 'korban', 'namanya', 'frasa', 'persetujuan', 'korban', 'tidak', 'dampaknya', 'oknum', 'memanfaatkan', 'frasa', 'alasan', 'korban', 'kbbi', 'orang', 'binatang', 'menderita', 'mati', 'akibat', 'kejadian', 'perbuatan', 'jahat']","['dewangga', 'putra', 'oke', 'frasa', 'tuju', 'korban', 'frasa', 'paham', 'atur', 'timbul', 'polemik', 'multitafsir', 'kontradiksi', 'kuhp', 'asusila', 'bentrok', 'nama', 'korban', 'tidak', 'tuju', 'leceh', 'literatur', 'bahasa', 'indonesia', 'korban', 'nama', 'frasa', 'tuju', 'korban', 'tidak', 'dampak', 'oknum', 'manfaat', 'frasa', 'alas', 'korban', 'kbbi', 'orang', 'binatang', 'derita', 'mati', 'akibat', 'jadi', 'buat', 'jahat']",dewangga putra oke frasa tuju korban frasa paham atur timbul polemik multitafsir kontradiksi kuhp asusila bentrok nama korban tidak tuju leceh literatur bahasa indonesia korban nama frasa tuju korban tidak dampak oknum manfaat frasa alas korban kbbi orang binatang derita mati akibat jadi buat jahat,0.0
29,29,apa adakah korban yang setuju ,netral,"['apa', 'adakah', 'korban', 'yang', 'setuju']","['adakah', 'korban', 'setuju']","['ada', 'korban', 'tuju']",ada korban tuju,0.0
30,30,uu dah ada dan jelas mestinya menrisex tidak perlu bikin aturan yg menimbulkan kegaduhan mknya makul moral dan agama tetap dikasih termasuk kegiatan agama kerohanian bukan malah dihapuus ,netral,"['uu', 'dah', 'ada', 'dan', 'jelas', 'mestinya', 'menrisex', 'tidak', 'perlu', 'bikin', 'aturan', 'yg', 'menimbulkan', 'kegaduhan', 'mknya', 'makul', 'moral', 'dan', 'agama', 'tetap', 'dikasih', 'termasuk', 'kegiatan', 'agama', 'kerohanian', 'bukan', 'malah', 'dihapuus']","['uu', 'dah', 'mestinya', 'menrisex', 'tidak', 'aturan', 'menimbulkan', 'kegaduhan', 'mknya', 'makul', 'moral', 'agama', 'dikasih', 'kegiatan', 'agama', 'kerohanian', 'dihapuus']","['uu', 'dah', 'mesti', 'menrisex', 'tidak', 'atur', 'timbul', 'gaduh', 'mknya', 'makul', 'moral', 'agama', 'kasih', 'giat', 'agama', 'rohani', 'dihapuus']",uu dah mesti menrisex tidak atur timbul gaduh mknya makul moral agama kasih giat agama rohani dihapuus,0.0
31,31, kuad iin ok,positif,"['kuad', 'iin', 'ok']","['kuad', 'iin', 'ok']","['kuad', 'iin', 'ok']",kuad iin ok,1.0
32,32, kuad iin plis deh dari dulu juga ada kegiatan agama di sekolah dan kampus tapi ttp pelecehan seksual ada ,negatif,"['kuad', 'iin', 'plis', 'deh', 'dari', 'dulu', 'juga', 'ada', 'kegiatan', 'agama', 'di', 'sekolah', 'dan', 'kampus', 'tapi', 'ttp', 'pelecehan', 'seksual', 'ada']","['kuad', 'iin', 'plis', 'deh', 'kegiatan', 'agama', 'sekolah', 'kampus', 'ttp', 'pelecehan', 'seksual']","['kuad', 'iin', 'plis', 'deh', 'giat', 'agama', 'sekolah', 'kampus', 'ttp', 'leceh', 'seksual']",kuad iin plis deh giat agama sekolah kampus ttp leceh seksual,1.0
33,33, gabriella indah charista yeess very very very true,positif,"['gabriella', 'indah', 'charista', 'yeess', 'very', 'very', 'very', 'true']","['gabriella', 'indah', 'charista', 'yeess', 'very', 'very', 'very', 'true']","['gabriella', 'indah', 'charista', 'yeess', 'very', 'very', 'very', 'true']",gabriella indah charista yeess very very very true,1.0
34,34,saya tetap setuju bang karena kamu belum baca peraturannya tetapi langsung bacod padahal di permendikbud udah dijelasin bahwa persetujuan korban sebagaimana dimaksud pada ayat  huruf huruf huruf huruf huruf dan huruf dianggap tidak sah dalam hal korban mengalami situasi dimana pelaku mengancam memaksa dan atau menyalahgunakan kedudukannya ,positif,"['saya', 'tetap', 'setuju', 'bang', 'karena', 'kamu', 'belum', 'baca', 'peraturannya', 'tetapi', 'langsung', 'bacod', 'padahal', 'di', 'permendikbud', 'udah', 'dijelasin', 'bahwa', 'persetujuan', 'korban', 'sebagaimana', 'dimaksud', 'pada', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'dan', 'huruf', 'dianggap', 'tidak', 'sah', 'dalam', 'hal', 'korban', 'mengalami', 'situasi', 'dimana', 'pelaku', 'mengancam', 'memaksa', 'dan', 'atau', 'menyalahgunakan', 'kedudukannya']","['setuju', 'bang', 'belum', 'baca', 'peraturannya', 'langsung', 'bacod', 'permendikbud', 'udah', 'dijelasin', 'persetujuan', 'korban', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'dianggap', 'tidak', 'sah', 'korban', 'mengalami', 'situasi', 'dimana', 'pelaku', 'mengancam', 'memaksa', 'menyalahgunakan', 'kedudukannya']","['tuju', 'bang', 'belum', 'baca', 'atur', 'langsung', 'bacod', 'permendikbud', 'udah', 'dijelasin', 'tuju', 'korban', 'ayat', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'huruf', 'anggap', 'tidak', 'sah', 'korban', 'alami', 'situasi', 'mana', 'laku', 'ancam', 'paksa', 'menyalahgunakan', 'duduk']",tuju bang belum baca atur langsung bacod permendikbud udah dijelasin tuju korban ayat huruf huruf huruf huruf huruf huruf anggap tidak sah korban alami situasi mana laku ancam paksa menyalahgunakan duduk,2.0
35,35,persetujuan tidak berlaku apabila pelaku mengancam,negatif,"['persetujuan', 'tidak', 'berlaku', 'apabila', 'pelaku', 'mengancam']","['persetujuan', 'tidak', 'berlaku', 'pelaku', 'mengancam']","['tuju', 'tidak', 'laku', 'laku', 'ancam']",tuju tidak laku laku ancam,0.0
36,36,baca lagi ya dan pahami konsep consent itu seperti apa ga sekadar setuju ga setuju di mulut baca lagi sebelum bacot,positif,"['baca', 'lagi', 'ya', 'dan', 'pahami', 'konsep', 'consent', 'itu', 'seperti', 'apa', 'ga', 'sekadar', 'setuju', 'ga', 'setuju', 'di', 'mulut', 'baca', 'lagi', 'sebelum', 'bacot']","['baca', 'pahami', 'konsep', 'consent', 'ga', 'setuju', 'ga', 'setuju', 'mulut', 'baca', 'bacot']","['baca', 'paham', 'konsep', 'consent', 'ga', 'tuju', 'ga', 'tuju', 'mulut', 'baca', 'bacot']",baca paham konsep consent ga tuju ga tuju mulut baca bacot,1.0
37,37,ibu dewan ada permenpun jk moralnya bejat tetap aja terjadi buuk tp jk dari kita semua dimulai dari keluarga menanamkan moral agama kurasa bisa sebagai pengendali karena aku yakin agama apapun pasti melarang perzinaan jk sampai perkosaan berarti tu sepihak mk pelakunya hrs lapor kan ada polisi ibuk dewan jk dg alasan suka sama suka gimana apa boleh ,positif,"['ibu', 'dewan', 'ada', 'permenpun', 'jk', 'moralnya', 'bejat', 'tetap', 'aja', 'terjadi', 'buuk', 'tp', 'jk', 'dari', 'kita', 'semua', 'dimulai', 'dari', 'keluarga', 'menanamkan', 'moral', 'agama', 'kurasa', 'bisa', 'sebagai', 'pengendali', 'karena', 'aku', 'yakin', 'agama', 'apapun', 'pasti', 'melarang', 'perzinaan', 'jk', 'sampai', 'perkosaan', 'berarti', 'tu', 'sepihak', 'mk', 'pelakunya', 'hrs', 'lapor', 'kan', 'ada', 'polisi', 'ibuk', 'dewan', 'jk', 'dg', 'alasan', 'suka', 'sama', 'suka', 'gimana', 'apa', 'boleh']","['dewan', 'permenpun', 'jk', 'moralnya', 'bejat', 'buuk', 'tp', 'jk', 'keluarga', 'menanamkan', 'moral', 'agama', 'kurasa', 'pengendali', 'agama', 'apapun', 'melarang', 'perzinaan', 'jk', 'perkosaan', 'mk', 'pelakunya', 'hrs', 'lapor', 'polisi', 'ibuk', 'dewan', 'jk', 'alasan', 'suka', 'suka', 'gimana']","['dewan', 'permen', 'jk', 'moral', 'bejat', 'buuk', 'tp', 'jk', 'keluarga', 'tanam', 'moral', 'agama', 'rasa', 'kendali', 'agama', 'apa', 'larang', 'zina', 'jk', 'perkosa', 'mk', 'laku', 'hrs', 'lapor', 'polisi', 'ibuk', 'dewan', 'jk', 'alas', 'suka', 'suka', 'gimana']",dewan permen jk moral bejat buuk tp jk keluarga tanam moral agama rasa kendali agama apa larang zina jk perkosa mk laku hrs lapor polisi ibuk dewan jk alas suka suka gimana,1.0
38,38,yg ada hanya visi misi presiden menteri itu hanya menjabarkan dlm kebijakkan shg beginilah yg dimaksud dg revolusi mentalnya jokowi itu ,netral,"['yg', 'ada', 'hanya', 'visi', 'misi', 'presiden', 'menteri', 'itu', 'hanya', 'menjabarkan', 'dlm', 'kebijakkan', 'shg', 'beginilah', 'yg', 'dimaksud', 'dg', 'revolusi', 'mentalnya', 'jokowi', 'itu']","['visi', 'misi', 'presiden', 'menteri', 'menjabarkan', 'dlm', 'kebijakkan', 'shg', 'revolusi', 'mentalnya', 'jokowi']","['visi', 'misi', 'presiden', 'menteri', 'jabar', 'dlm', 'bijak', 'shg', 'revolusi', 'mental', 'jokowi']",visi misi presiden menteri jabar dlm bijak shg revolusi mental jokowi,1.0
39,39,yang jadi masalah itu  kata tanpa persetujuan korban itu harus diganti atau dihapus ,negatif,"['yang', 'jadi', 'masalah', 'itu', 'kata', 'tanpa', 'persetujuan', 'korban', 'itu', 'harus', 'diganti', 'atau', 'dihapus']","['persetujuan', 'korban', 'diganti', 'dihapus']","['tuju', 'korban', 'ganti', 'hapus']",tuju korban ganti hapus,0.0
40,40,kesempatan goreng saja sampai gosong biar pak jokowi jatuh ,netral,"['kesempatan', 'goreng', 'saja', 'sampai', 'gosong', 'biar', 'pak', 'jokowi', 'jatuh']","['kesempatan', 'goreng', 'gosong', 'jokowi', 'jatuh']","['sempat', 'goreng', 'gosong', 'jokowi', 'jatuh']",sempat goreng gosong jokowi jatuh,1.0
41,41,begitulah kalau segalasesuatu diserah kepada yg bukan ahlinya tunggulah kehancuranya,negatif,"['begitulah', 'kalau', 'segalasesuatu', 'diserah', 'kepada', 'yg', 'bukan', 'ahlinya', 'tunggulah', 'kehancuranya']","['segalasesuatu', 'diserah', 'ahlinya', 'tunggulah', 'kehancuranya']","['segalasesuatu', 'serah', 'ahli', 'tunggu', 'kehancuranya']",segalasesuatu serah ahli tunggu kehancuranya,1.0
42,42,kok host ikut berpekulasi sebelum pergantian pembicara yg lain ,netral,"['kok', 'host', 'ikut', 'berpekulasi', 'sebelum', 'pergantian', 'pembicara', 'yg', 'lain']","['host', 'berpekulasi', 'pergantian', 'pembicara']","['host', 'las', 'ganti', 'bicara']",host las ganti bicara,0.0
43,43,menyentuh saja sdh haram ikutlah hukum islam allah swt sdh atur semuanya aturan hdp,positif,"['menyentuh', 'saja', 'sdh', 'haram', 'ikutlah', 'hukum', 'islam', 'allah', 'swt', 'sdh', 'atur', 'semuanya', 'aturan', 'hdp']","['menyentuh', 'haram', 'ikutlah', 'hukum', 'islam', 'allah', 'swt', 'atur', 'aturan', 'hdp']","['sentuh', 'haram', 'ikut', 'hukum', 'islam', 'allah', 'swt', 'atur', 'atur', 'hdp']",sentuh haram ikut hukum islam allah swt atur atur hdp,1.0
44,44,logika rakyat indonesia dilarang bawa senjata tajam boleh bawa senjata api ,netral,"['logika', 'rakyat', 'indonesia', 'dilarang', 'bawa', 'senjata', 'tajam', 'boleh', 'bawa', 'senjata', 'api']","['logika', 'rakyat', 'indonesia', 'dilarang', 'bawa', 'senjata', 'tajam', 'bawa', 'senjata', 'api']","['logika', 'rakyat', 'indonesia', 'larang', 'bawa', 'senjata', 'tajam', 'bawa', 'senjata', 'api']",logika rakyat indonesia larang bawa senjata tajam bawa senjata api,1.0
45,45,enak banget nih jika suka sama suka ga masalah maen di kampus,negatif,"['enak', 'banget', 'nih', 'jika', 'suka', 'sama', 'suka', 'ga', 'masalah', 'maen', 'di', 'kampus']","['enak', 'banget', 'suka', 'suka', 'ga', 'maen', 'kampus']","['enak', 'banget', 'suka', 'suka', 'ga', 'maen', 'kampus']",enak banget suka suka ga maen kampus,1.0
46,46,pks hanya engkau harapan rakyat indonesia,netral,"['pks', 'hanya', 'engkau', 'harapan', 'rakyat', 'indonesia']","['pks', 'engkau', 'harapan', 'rakyat', 'indonesia']","['pks', 'engkau', 'harap', 'rakyat', 'indonesia']",pks engkau harap rakyat indonesia,0.0
